param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_restaurant,amenity_rel_pharmacy,shop_rel_bakery,amenity_rel_post_box,amenity_rel_events_venue,shop_rel_supermarket,shop_rel_kiosk,shop_rel_hairdresser,amenity_rel_school,shop_rel_tobacco,shop_rel_butcher,shop_rel_convenience,amenity_rel_cafe,shop_rel_car,shop_rel_wholesale,shop_rel_stationery,shop_rel_yes,shop_rel_car_repair,shop_rel_greengrocer,amenity_rel_bar,amenity_rel_charging_station,amenity_rel_community_centre,amenity_rel_theatre,shop_rel_seafood,shop_rel_fishing,shop_rel_copyshop,amenity_rel_bank,amenity_rel_university,shop_rel_optician,shop_rel_dry_cleaning,shop_rel_jewelry,shop_rel_newsagent,shop_rel_florist,shop_rel_shoes,shop_rel_pyrotechnics,shop_rel_erotic,shop_rel_travel_agency,shop_rel_fireplace,shop_rel_hardware,shop_rel_variety_store,shop_rel_furniture,shop_rel_interior_decoration,amenity_rel_fast_food,amenity_rel_dentist,amenity_rel_veterinary,amenity_rel_exhibition_centre,amenity_rel_library,amenity_rel_clinic,amenity_rel_taxi,shop_rel_medical_supply,shop_rel_vacant,shop_rel_motorcycle,amenity_rel_pub,amenity_rel_doctors,amenity_rel_research_institute,shop_rel_computer,shop_rel_sports,shop_rel_books,amenity_rel_language_school,shop_rel_clothes,shop_rel_mall,amenity_rel_atm,shop_rel_lottery,shop_rel_beauty,shop_rel_funeral_directors,amenity_rel_hospital,amenity_rel_arts_centre,shop_rel_gift,amenity_rel_cinema,shop_rel_frozen_food,shop_rel_video_games,amenity_rel_biergarten,shop_rel_car_repair;car,shop_rel_games,shop_rel_laundry,amenity_rel_college,shop_rel_deli,shop_rel_pastry,shop_rel_perfumery,shop_rel_bicycle,shop_rel_ticket,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_electronics,shop_rel_paint,shop_rel_fabric,shop_rel_tailor,shop_rel_kitchen,shop_rel_neon_signs,shop_rel_mobile_phone,shop_rel_bed,shop_rel_sewing,shop_rel_department_store,shop_rel_toys,shop_rel_tattoo,shop_rel_music,shop_rel_appliance,shop_rel_herbalist,shop_rel_locksmith,amenity_rel_post_office,shop_rel_second_hand,shop_rel_photo,shop_rel_coffee,shop_rel_cosmetics,shop_rel_mobile_phone_accessories,shop_rel_houseware,shop_rel_frame,shop_rel_massage,shop_rel_dairy,amenity_rel_payment_centre,shop_rel_bathroom_furnishing,shop_rel_pet,shop_rel_nutrition_supplements,shop_rel_musical_instrument,shop_rel_pasta,shop_rel_health_food,shop_rel_hearing_aids,shop_rel_grocery,shop_rel_pet_grooming,shop_rel_lighting,shop_rel_electrical,shop_rel_watches,shop_rel_alcohol,shop_rel_storage_rental,shop_rel_general,shop_rel_rental,shop_rel_Roller_Skate_and_Longboard,amenity_rel_bicycle_rental,shop_rel_wine,shop_rel_trade,shop_rel_window_blind,shop_rel_estate_agent,shop_rel_bag,shop_rel_bookmaker,shop_rel_tarot,amenity_rel_bureau_de_change,shop_rel_doityourself,shop_rel_video,shop_rel_hunting,shop_rel_baby_goods,shop_rel_doors,shop_rel_chemist,shop_rel_repair,shop_rel_motorcycle_repair,shop_rel_pawnbroker,shop_rel_car_detail,shop_rel_telecommunication,shop_rel_tea,shop_rel_outdoor,shop_rel_shoe_repair,shop_rel_art,shop_rel_cheese,shop_rel_fashion_accessories,shop_rel_cannabis,shop_rel_wool,shop_rel_pottery,shop_rel_chocolate,shop_rel_fan,amenity_rel_money_transfer,shop_rel_honey,shop_rel_radiotechnics,shop_rel_party,shop_rel_wigs,shop_rel_craft,shop_rel_collector
Valencia_hdbscan_5_5,93,8,-0.3602337,39.48601175,-0.36023485,39.48601865,2.07148959999646e-07,38619551.84333859,0.0001840379909026346,0.00030975834532943284,0.00011503679846030864,0.00016346235040514122,Yes,,,0.125,,,,,,,,,,,,,,,,,0.125,,,,,,,,,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,94,14,-0.36047077857142856,39.48510162857143,-0.36051564999999997,39.48508155,5.311991400018793e-07,26355464.355515465,0.0003019883837567678,0.00045262444523017683,0.00018227825345792876,0.00026688887315180174,Yes,0.286,0.071,,,,,,0.071,,0.071,,,,,,,,,,0.071,,,,,,,0.071,,,,,,,,,,,,,,,,0.071,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,95,35,-0.3634522371428572,39.48583222,-0.3634472,39.4858695,3.39605814999029e-06,10306066.166770458,0.0006521391265020569,0.0011578632935879034,0.0005338848453074684,0.00047370706125736655,Yes,0.143,,,,,0.057,,0.057,,,0.029,,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,0.029,0.029,,,0.114,0.029,,,,,,,,,0.029,,,,0.029,,,0.029,,,,,,,,,,,,,,,,,,0.029,,,,0.029,,,,,,,,0.029,0.029,,,,,,,0.029,,0.029,,,,,,,,,,,,,0.029,,,,,,,0.029,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,96,8,-0.3559194318416966,39.4730238563,-0.35589689999999996,39.473129150000005,3.5695169574940526e-06,2241199.606351311,0.0007911133670410739,0.0016023869295137207,0.0005575397024248739,0.0006951295338646675,No,0.5,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,97,23,-0.33449002020188184,39.47246048131252,-0.334374,39.4725425,5.609982579994054e-06,4099834.4775652364,0.0009631478975838123,0.001875010535361943,0.0008929022630401368,0.0005885823249711002,Yes,0.13,0.043,,,,0.087,0.043,0.043,,,,0.043,0.043,,,,,0.043,0.043,0.043,,,,,,,,,,,,,0.043,,,,,,,,0.043,,0.043,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,98,21,-0.3591076005577848,39.46808042204674,-0.3592423,39.4680751,4.8714486775192404e-06,4310832.64756761,0.000771228684580604,0.0015934232928394364,0.0006971314465433345,0.0004784741617934351,Yes,0.333,0.048,,,,,,,,,,,0.095,,,,,,,0.095,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,99,9,-0.3391625242268597,39.472330814378225,-0.3392711,39.4723752,7.247646646905496e-07,12417823.934397658,0.00038803652716592855,0.0007454639245652706,0.00021094320148452677,0.00037010968475266037,Yes,0.111,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,100,13,-0.33767004777804444,39.47202112000217,-0.3378959,39.4720413,1.8377336500013384e-06,7073930.435996823,0.00047519713767733287,0.0011632050188257418,0.0004431217525783351,0.0003196775431902337,Yes,0.385,0.077,,,,,,,0.077,,0.077,,0.077,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,101,20,-0.35671220672583,39.46942014214961,-0.356619,39.46946765,7.984550705606461e-06,2504837.2460026746,0.0010810708140671958,0.0018069519270654066,0.0007548145364026301,0.0009166656394473591,Yes,0.5,,,,,,,,,,,0.05,,,,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,102,11,-0.355059565395996,39.47090494822392,-0.3550525,39.4709213,4.013428679995975e-06,2740798.6729219845,0.000772770275424135,0.0013738956391314693,0.0007527421311812125,0.0004699943677307274,Yes,0.182,,,,,,,,,,,,,,,0.091,,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,0.091,,0.091,,,,,0.182,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,103,12,-0.3571525416666667,39.46462184166666,-0.35712924999999995,39.46425995,1.984975439997428e-06,6045414.849070148,0.000862644844526872,0.001572185989893,0.00028493426861392714,0.0008760438958351826,Yes,0.25,,,,,0.083,,,,,,,0.083,0.083,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,104,19,-0.38872203606004607,39.474738562875544,-0.3885804,39.47474849373568,5.3175517941674524e-06,3573072.86049195,0.0008768240780527564,0.0017190263171830093,0.0008318040096307497,0.0005322657575712258,Yes,0.105,0.053,,0.053,,0.053,,,,,,,0.053,,,,,0.053,,,,,,,,,0.105,,,,,,,,,,,,0.053,,,,0.053,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,105,5,-0.3504971185981649,39.47196677729912,-0.3505013,39.4720374,9.510481476995174e-07,5257357.382057321,0.0005340892008815912,0.0011029201815447465,0.0001708884984512197,0.0006545718603507723,Yes,,,,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,106,10,-0.36174936999999996,39.48587958,-0.3617794,39.48588995,3.4115290000075475e-07,29312369.907973453,0.00023201329715042389,0.00044876516720923724,0.00021038385893409455,0.00013613335961434298,Yes,,,,,,0.1,,,,,0.2,,0.1,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,0.1,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,107,8,-0.36263975,39.4844130875,-0.36264885,39.4843961,1.7833989000041133e-07,44858163.812827006,0.00015411277320937476,0.0003185904073517856,9.224907858618663e-05,0.00016041773154446145,Yes,0.125,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,0.125,0.125,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,108,28,-0.3620078178571429,39.48511287857143,-0.36202885,39.48513525,8.127371599965722e-07,34451482.44497408,0.00031676318084972296,0.0005981808607825283,0.0002949419435045935,0.00018558166157315665,Yes,0.143,,0.071,,,0.036,,0.107,,,,,0.036,,,,,0.036,0.036,0.036,,,,,,,,,0.036,,0.036,0.036,,0.036,,,,,,,,,0.071,,,,,,,,,,0.071,,,,,0.036,,0.036,,,,,,,,,,,,,,,,,,,0.036,,,,,0.036,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,109,15,-0.34649769347889836,39.461634282363086,-0.3463931,39.4615454,1.9018935722569323e-06,7886876.646940792,0.0005362807676279102,0.0008946879972884414,0.00043583999318321073,0.00038939132470793025,Yes,0.067,0.067,,0.067,,,,0.067,,,,,,,,,,0.133,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,110,7,-0.3923252152374809,39.47220952976189,-0.3924513,39.4724011,9.322435474567648e-07,7508767.4450486265,0.000512579381468428,0.0009405397972931007,0.00020904128093896058,0.000537369460389484,Yes,,0.143,,,,,,,0.143,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,111,16,-0.39118369131599484,39.47300433106691,-0.39113195,39.47291275,1.8709107155749052e-06,8551984.799062643,0.0004400850347596931,0.0014826414227798433,0.00023972418761996652,0.0005011146141454104,Yes,,,,0.062,,0.062,,,,,,,0.188,,,,0.125,,0.062,,,,,,,,,,0.062,,,,0.062,,,,,,,0.062,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,112,10,-0.3415422943675838,39.47131879484091,-0.3416358114201087,39.47142479052592,3.2795152651268346e-06,3049231.1184937423,0.0006468717112760759,0.001270088082044918,0.0006018638740483819,0.0004514971621092406,No,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,113,7,-0.3365841857142858,39.46371662857143,-0.3366969,39.4637609,4.912336000024331e-07,14249839.587449493,0.0003231578081640424,0.0005682403072068503,0.0002746076600147507,0.0001998561748156964,Yes,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,114,9,-0.34339643333333336,39.469176366666666,-0.3434528,39.4688869,1.0797719000013654e-06,8335093.735990555,0.0004968872506644113,0.001069027772740646,0.00018741586556817616,0.0005317853639701556,Yes,,0.111,,,,,,,,,,,0.111,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,0.111,,,,0.111,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,115,7,-0.34717943273408425,39.47681275401676,-0.3471684,39.4768399,1.021828732678705e-06,6850463.072857259,0.00044097918053305805,0.0006405490370037662,0.00030460796608659476,0.00035465659196517806,Yes,0.143,,,0.143,,,,,,,,0.143,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,116,10,-0.34363214,39.47106768,-0.3436383,39.47105455,4.396210800034959e-07,22746861.910990436,0.00028845433092386855,0.0007043387508876257,0.0003642230558325453,9.066713627383085e-05,Yes,0.2,0.1,,,,,,,,,0.1,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,117,63,-0.3478141996822112,39.47215136017782,-0.3483393,39.47248327345314,2.0927581779989433e-05,3010381.2596369563,0.001597421190268188,0.0034049512682602346,0.0014174662683004086,0.0010411378404302622,Yes,0.127,0.032,0.048,0.016,,0.032,0.032,0.063,,,,,0.032,,,,,0.016,,0.032,,,,,,,0.032,,0.016,,0.016,,,,,,0.048,,,,0.016,,0.079,0.016,,,,0.032,,,,,,,,,,,,0.032,,,,0.016,,,,,,,,,,,0.016,,,,,,,,,,,,,,,0.016,,,,,,,,,,0.016,,0.016,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,118,13,-0.34952061687332336,39.47535581113038,-0.3495475,39.4751683,2.5024866827686726e-06,5194832.839476775,0.0006157243337639345,0.0012421769833259066,0.0005323456048728887,0.00042532468416976645,No,0.462,0.077,,0.154,,,,,0.077,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,119,8,-0.3658201336463182,39.458459677272835,-0.36571255,39.458542249999994,1.4523558482368094e-06,5508291.931149083,0.0004854678773969288,0.0008679300704285177,0.00045356958086270035,0.00031097252275712477,Yes,0.375,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,120,16,-0.36339267946667786,39.457879108150266,-0.3634793857334232,39.45798495,3.650730020009729e-06,4382685.082792663,0.0007451378536190431,0.0012300425015802567,0.0005942168441583646,0.0005452332445450629,Yes,0.125,0.062,0.125,,,0.125,,0.062,,,,0.062,,,,,,,0.125,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,121,45,-0.33860930222222224,39.46192043777777,-0.3383201,39.4620177,8.549326799988431e-06,5263572.331807563,0.0012043357069449084,0.0029471016300564494,0.0013037039702306133,0.0004305651961415097,Yes,0.156,0.044,0.022,,,0.044,,0.044,,0.022,,0.044,0.067,0.089,,,,,,0.022,,,,,0.022,,0.022,,,,,,,,,,0.022,,,0.067,,,0.044,0.022,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,0.022,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,122,5,-0.33435512,39.46164610000001,-0.3343801,39.4615907,5.3206949999799735e-08,93972685.89947027,0.00013637283272231542,0.0002589544060152993,4.789252133685253e-05,0.00014656333784335938,No,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,123,5,-0.33574018000000005,39.46185378,-0.3357542,39.4617737,7.610759999948776e-08,65696461.32624932,0.00020690231695517344,0.00026627418349898846,5.201878122369847e-05,0.00021353282089548053,Yes,,,,,,0.2,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,124,18,-0.33489746111111107,39.46055509999999,-0.3349534,39.46047655,1.4042123600007644e-06,12818573.965543361,0.000499349492195289,0.0009530462996597596,0.0005120835968416817,0.0002504755854144904,Yes,0.056,0.167,,,,0.111,,,,0.056,,,0.111,,,,,,0.056,0.056,,,,,,,0.111,,0.056,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,125,56,-0.3440837857235552,39.462985521782045,-0.3437861,39.46301765,1.6406774519993505e-05,3413224.210021152,0.0013304541594617299,0.003167006767004354,0.001340389860877433,0.0006668173030039649,Yes,0.161,0.018,,0.018,,0.018,,0.054,0.018,,,,0.054,,,,,0.071,0.018,0.071,,,,,,,0.071,,0.018,,,,,,,,,,,0.018,0.018,,0.071,,0.018,,,,,,,0.018,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.018,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,126,13,-0.3442435175186914,39.47360231346925,-0.3442389,39.4735655,7.235114628248062e-07,17967925.41370954,0.00032820030812958197,0.0005253295282144298,0.00026892161702496046,0.0002215917228050814,No,0.462,0.077,,0.077,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,0.077,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,127,8,-0.35005895,39.4686944625,-0.35020209999999996,39.4687261,6.614159999998952e-07,12095262.285764582,0.0003308197946727812,0.0006292299789418263,0.00024487488642161527,0.0002728301758304977,Yes,,,,,,,,0.25,,,,,,,,,,,,0.125,,,,,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,128,42,-0.3543189655355743,39.466408190265795,-0.35429584999999997,39.46637344558164,6.146282120013425e-06,6833399.310331082,0.000992114962876102,0.002205785645898047,0.001104826215514279,0.00038195794936715264,Yes,0.095,0.048,0.024,,,0.024,,0.024,,0.024,,0.048,0.095,0.048,,0.024,,,,0.024,,,,,,,0.024,,,,,,,,0.024,,,,,,0.024,,,0.024,,,,,,,,,,,,,,,,0.071,,,,0.024,,,,,,,,,,,0.048,,,,0.024,,,0.024,,,,,,,,,0.024,,,0.024,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,129,8,-0.372194975,39.477082175,-0.3721615,39.47715075,1.1998869200062741e-06,6667294.948059079,0.00036209221613063005,0.0009080803798396581,0.0003619384054987883,0.0002701857081256054,Yes,0.25,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,130,9,-0.3471295650752829,39.47460429265083,-0.3471527,39.4744968,3.2916982654567713e-07,27341509.683455504,0.0002629664395976198,0.00045310543699027907,0.0001345968234820756,0.0002494524387890555,Yes,0.333,,,,,,,0.111,,,,,0.222,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,131,14,-0.34609763927118337,39.47399346075146,-0.34616535,39.4740026,5.022441354834731e-07,27874889.940772012,0.0003602427401196654,0.000701552617073315,0.0003751144499601508,0.000132738043682853,Yes,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,0.071,,,,,,,,,,,,0.143,0.071,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
