Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_restaurant,amenity_rel_pharmacy,shop_rel_bakery,amenity_rel_post_box,amenity_rel_events_venue,shop_rel_supermarket,shop_rel_kiosk,shop_rel_hairdresser,amenity_rel_school,shop_rel_tobacco,shop_rel_butcher,shop_rel_convenience,amenity_rel_cafe,shop_rel_car,shop_rel_wholesale,shop_rel_stationery,shop_rel_yes,shop_rel_car_repair,shop_rel_greengrocer,amenity_rel_bar,amenity_rel_charging_station,amenity_rel_community_centre,amenity_rel_theatre,shop_rel_seafood,shop_rel_fishing,shop_rel_copyshop,amenity_rel_bank,amenity_rel_university,shop_rel_optician,shop_rel_dry_cleaning,shop_rel_jewelry,shop_rel_newsagent,shop_rel_florist,shop_rel_shoes,shop_rel_pyrotechnics,shop_rel_erotic,shop_rel_travel_agency,shop_rel_fireplace,shop_rel_hardware,shop_rel_variety_store,shop_rel_furniture,shop_rel_interior_decoration,amenity_rel_fast_food,amenity_rel_dentist,amenity_rel_veterinary,amenity_rel_exhibition_centre,amenity_rel_library,amenity_rel_clinic,amenity_rel_taxi,shop_rel_medical_supply,shop_rel_vacant,shop_rel_motorcycle,amenity_rel_pub,amenity_rel_doctors,amenity_rel_research_institute,shop_rel_computer,shop_rel_sports,shop_rel_books,amenity_rel_language_school,shop_rel_clothes,shop_rel_mall,amenity_rel_atm,shop_rel_lottery,shop_rel_beauty,shop_rel_funeral_directors,amenity_rel_hospital,amenity_rel_arts_centre,shop_rel_gift,amenity_rel_cinema,shop_rel_frozen_food,shop_rel_video_games,amenity_rel_biergarten,shop_rel_car_repair;car,shop_rel_games,shop_rel_laundry,amenity_rel_college,shop_rel_deli,shop_rel_pastry,shop_rel_perfumery,shop_rel_bicycle,shop_rel_ticket,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_electronics,shop_rel_paint,shop_rel_fabric,shop_rel_tailor,shop_rel_kitchen,shop_rel_neon_signs,shop_rel_mobile_phone,shop_rel_bed,shop_rel_sewing,shop_rel_department_store,shop_rel_toys,shop_rel_tattoo,shop_rel_music,shop_rel_appliance,shop_rel_herbalist,shop_rel_locksmith,amenity_rel_post_office,shop_rel_second_hand,shop_rel_photo,shop_rel_coffee,shop_rel_cosmetics,shop_rel_mobile_phone_accessories,shop_rel_houseware,shop_rel_frame,shop_rel_massage,shop_rel_dairy,amenity_rel_payment_centre,shop_rel_bathroom_furnishing,shop_rel_pet,shop_rel_nutrition_supplements,shop_rel_musical_instrument,shop_rel_pasta,shop_rel_health_food,shop_rel_hearing_aids,shop_rel_grocery,shop_rel_pet_grooming,shop_rel_lighting,shop_rel_electrical,shop_rel_watches,shop_rel_alcohol,shop_rel_storage_rental,shop_rel_general,shop_rel_rental,shop_rel_Roller_Skate_and_Longboard,amenity_rel_bicycle_rental,shop_rel_wine,shop_rel_trade,shop_rel_window_blind,shop_rel_estate_agent,shop_rel_bag,shop_rel_bookmaker,shop_rel_tarot,amenity_rel_bureau_de_change,shop_rel_doityourself,shop_rel_video,shop_rel_hunting,shop_rel_baby_goods,shop_rel_doors,shop_rel_chemist,shop_rel_repair,shop_rel_motorcycle_repair,shop_rel_pawnbroker,shop_rel_car_detail,shop_rel_telecommunication,shop_rel_tea,shop_rel_outdoor,shop_rel_shoe_repair,shop_rel_art,shop_rel_cheese,shop_rel_fashion_accessories,shop_rel_cannabis,shop_rel_wool,shop_rel_pottery,shop_rel_chocolate,shop_rel_fan,amenity_rel_money_transfer,shop_rel_honey,shop_rel_radiotechnics,shop_rel_party,shop_rel_wigs,shop_rel_craft,shop_rel_collector,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Consum,has_Mercadona,has_Carrefour Express,has_Burger King,has_Dia,has_McDonald's,has_100 Montaditos,has_Telepizza,has_KFC,has_ALE-HOP,has_Lidl,has_Opticalia,has_El Corte Inglés,has_Domino's,has_ALDI,has_Pull & Bear,has_Suma,has_Foster's Hollywood,has_ILUNION Hotels,has_Vodafone,has_Vitaldent,has_Mango,has_Calzedonia,has_Zara,has_Charter,has_TEDi,has_Oro Gema Subastas,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
54,Valencia_hdbscan_5_5,54,41,-0.3904793,39.48731616829268,-0.3903653,39.4874514,6.082371949998292e-06,6740791.312509508,0.0007795236608504,0.0016264752946728,0.000633385741135,0.0005994276918654,Yes,0.098,0.024,,,,0.049,,0.073,,,0.024,0.049,0.049,,,,,,0.049,0.171,0.024,,,,,,,,0.024,,,,,,,,,,,0.024,0.024,,0.024,0.049,,,,,,0.024,,,,,,0.024,,,,0.024,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,0.024,,,0.024,,,,,,,,0.024,0.024,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3897134 39.4861055, -0.3908642 39.4863845, -0.3909132 39.4864007, -0.3912775 39.4866745, -0.3915036 39.4869792, -0.3920302 39.4878062, -0.3915965 39.488436, -0.3914042 39.4884062, -0.3896146 39.4879404, -0.3894203 39.4876694, -0.3897134 39.4861055))",219.0,44.77,21.39,15201.0,90.31,1610.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,Mixed
55,Valencia_hdbscan_5_5,55,7,-0.3928377506235581,39.46040099170397,-0.3929742,39.4605529,4.218996000004858e-06,1659162.5116477804,0.0007159491645576,0.0014313793088226,0.0005704342035136,0.0006357682374007,Yes,,,,0.143,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3930837 39.4591984, -0.3937331 39.4609075, -0.3917156 39.4612896, -0.3930837 39.4591984))",102.0,44.77,21.39,15201.0,90.31,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Local
56,Valencia_hdbscan_5_5,56,10,-0.3818464179476463,39.48364574261066,-0.38185575,39.48346761305332,3.903482880002217e-06,2561814.745295955,0.0009771446410541,0.0017100891782221,0.000825868407166,0.000614016039228,Yes,0.2,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3817076 39.4829393, -0.3820719 39.4830586, -0.3830891 39.483797, -0.383364 39.484434, -0.3820476 39.4844795, -0.3808486 39.4840816, -0.3808296 39.4830816, -0.3817076 39.4829393))",150.0,44.77,21.39,15201.0,90.31,1472.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Local
57,Valencia_hdbscan_5_5,57,6,-0.3853253273122365,39.48556091988602,-0.3851823319367096,39.48547825,1.5995652646833914e-06,3751019.187821389,0.0005362652510706,0.0010216682582104,0.0004357176451597,0.0004131045735153,Yes,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3851792 39.4850238, -0.3862854 39.4859103, -0.385185463873419 39.48625111931611, -0.3849821 39.4855478, -0.3851792 39.4850238))",44.0,44.77,21.39,15201.0,90.31,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Mixed
58,Valencia_hdbscan_5_5,58,16,-0.3596496389563965,39.47413712721473,-0.35962045,39.4742308,5.19205507506898e-06,3081631.409656692,0.0008038323366914,0.0014642021659683,0.000527426493713,0.0007438595593938,Yes,0.312,,,,,0.125,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,0.062,,,,,,,,,,,,,,,,0.062,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3594373 39.4728476, -0.360306 39.473847, -0.3606665 39.4751489, -0.360423023302344 39.475233435435655, -0.3592975 39.4751423, -0.3584903 39.4732428, -0.3594373 39.4728476))",170.0,44.77,21.39,15201.0,90.31,1558.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,Local
59,Valencia_hdbscan_5_5,59,65,-0.3633386222583358,39.47587699720082,-0.3631469,39.4757518,2.3549904986854923e-05,2760096.061376115,0.0012980331127655,0.0031154547712409,0.0010630798565536,0.0010133144132967,Yes,0.138,0.031,0.031,,,0.062,0.031,0.031,0.046,,0.031,,0.046,,,0.015,,,0.031,0.015,,,,,,0.015,0.046,0.015,0.031,,,,,,,,,,0.015,,,,,0.031,0.015,,0.031,,,0.015,,,0.015,,,,,0.031,0.015,0.031,,,,0.031,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.362675810976533 39.47283286520034, -0.3648781 39.4749557, -0.3654523 39.4755709, -0.3654941 39.4756197, -0.3655309 39.475677, -0.365209496968173 39.47666716088771, -0.364895748016081 39.47750058725591, -0.3631469 39.4779714, -0.3629582 39.4779276, -0.3628415 39.4778735, -0.362422265062658 39.47766344255088, -0.3609479 39.4762114, -0.362675810976533 39.47283286520034))",764.0,44.77,21.39,15201.0,90.31,2407.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,Local
60,Valencia_hdbscan_5_5,60,11,-0.3912542205989087,39.4575609557739,-0.3910798,39.4574659,7.009267759799417e-06,1569350.8048142798,0.0009509433475644,0.0020973643069367,0.0009168070424705,0.0006006493970948,Yes,,0.182,0.091,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,0.091,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3905409 39.4568265, -0.3911177 39.456984, -0.392983880987086 39.45758448076005, -0.3919696 39.4580752, -0.38968234560091 39.458949532752925, -0.3905409 39.4568265))",170.0,44.77,21.39,15201.0,90.31,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,Local
61,Valencia_hdbscan_5_5,61,9,-0.3933802777777778,39.48745188888889,-0.3934079,39.4873693,1.0059772799988575e-06,8946524.120316338,0.0003905294512163,0.0007169449696489,0.0003046334328255,0.0003097774342412,Yes,,0.111,0.222,,,,,,,,,,,,,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,0.111,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3938575 39.4870244, -0.3936532 39.4878053, -0.393031 39.488078, -0.3929027 39.4874408, -0.3933311 39.4872439, -0.3938575 39.4870244))",30.0,44.77,21.39,15201.0,90.31,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Local
62,Valencia_hdbscan_5_5,62,8,-0.3935377125,39.4857184875,-0.39360375,39.4856828,1.1061659699981235e-06,7232187.770171206,0.0004447473434786,0.0006431388907641,0.0003952619651493,0.0002747129157749,Yes,0.25,,0.125,,,,,,,,,,,,,0.125,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3939448 39.4853777, -0.3940808 39.485746, -0.3936567 39.48632, -0.3929069 39.4858438, -0.3939448 39.4853777))",30.0,44.77,21.39,15201.0,90.31,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Local
63,Valencia_hdbscan_5_5,63,12,-0.355321,39.485150075,-0.35530185,39.4852185,1.8817627500018983e-06,6376999.438419053,0.0005290295774402,0.0011454756853037,0.0003515226569274,0.000476455190487,Yes,0.083,,0.167,,,,,,,,,,,,,,,0.25,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3558302 39.484124, -0.3559282 39.4857516, -0.3552629 39.4857725, -0.3547867 39.4854538, -0.3548558 39.4850052, -0.3551606 39.4846362, -0.3558302 39.484124))",70.0,44.77,21.39,15201.0,90.31,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Mixed
64,Valencia_hdbscan_5_5,64,44,-0.3464725486769703,39.45715445981156,-0.3462246712997995,39.45703455928691,1.575586143998789e-05,2792611.5095382445,0.0011521298589304,0.0031644032121185,0.001063320626254,0.0007456730789894,Yes,0.25,0.045,,0.023,,0.023,,,,,,,0.068,0.023,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,0.023,,,,,,,,,0.023,,0.091,0.045,0.045,,0.023,,,,,0.023,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,0.023,,,0.023,0.023,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3459553 39.4555091, -0.349616 39.457518, -0.3472912 39.4588597, -0.346228 39.4587397, -0.3460119 39.4586459, -0.3451294 39.4575104, -0.3449136 39.4566465, -0.3459553 39.4555091))",485.0,44.77,21.39,15201.0,90.31,2059.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,Shopping
65,Valencia_hdbscan_5_5,65,7,-0.3530808510104056,39.46189573565841,-0.3530837,39.4620604,1.5005051428424432e-06,4665095.640218687,0.0004982220170544,0.0011001904635682,0.0002325927919255,0.0005536488889723,Yes,0.286,,,,,,,0.143,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.352682357072839 39.460870249608845, -0.3532366 39.4615108, -0.3534918 39.462724, -0.3530153 39.4621691, -0.3529362 39.4620604, -0.352682357072839 39.460870249608845))",28.0,44.77,21.39,15201.0,90.31,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Local
66,Valencia_hdbscan_5_5,66,18,-0.3498456054573639,39.4598720814058,-0.349576432351351,39.45982235,4.942275975313964e-06,3642046.7189423856,0.0009705549041501,0.0024748226204054,0.0010048128120938,0.0004439604126442,Yes,0.222,0.056,0.056,,,,,,,,,,0.111,,,,,,0.056,,,,,,,,0.111,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3496931 39.4592573, -0.3516475 39.4598655, -0.3522019 39.4606288, -0.349757888743335 39.460627225909064, -0.348598344786513 39.46053262979312, -0.3487021 39.4592619, -0.3496931 39.4592573))",203.0,44.77,21.39,15201.0,90.31,1673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,Mixed
67,Valencia_hdbscan_5_5,67,32,-0.3589001498660718,39.45529140889085,-0.3586186,39.45533575,1.696059840547995e-05,1886725.8828356457,0.0014561669809395,0.0033940360303217,0.0012663137043631,0.0009623634120337,Yes,0.281,0.062,0.062,,,0.094,,,0.031,,,,0.062,,,,,,,0.031,,0.062,,,,,,,,,,,,,,,,,,,,,,,0.031,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3590626 39.4535533, -0.3595371 39.4535628, -0.361193776975895 39.45556708108232, -0.362018871403793 39.45663045950426, -0.3573161 39.4570221, -0.3571294 39.4567314, -0.357285880850575 39.455061656963274, -0.3579378 39.4540412, -0.3587039 39.4536954, -0.3590626 39.4535533))",607.0,44.77,21.39,15201.0,90.31,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,Local
68,Valencia_hdbscan_5_5,68,21,-0.3570774726694458,39.481086485758745,-0.3570691,39.481131,3.125960800976748e-06,6717934.528621815,0.0005898383267392,0.0013666924725283,0.0002998416092325,0.0006298176378477,Yes,0.143,0.048,,,,,,,,0.048,,,0.048,,,,,,,,,,,,,,0.095,,,0.048,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,0.048,0.143,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3568851 39.4797334, -0.3574249 39.4801199, -0.357706867578276 39.48040566825077, -0.3573633 39.4817428, -0.3569591 39.4823489, -0.3565117 39.4816693, -0.3568851 39.4797334))",100.0,44.77,21.39,15201.0,90.31,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Mixed
69,Valencia_hdbscan_5_5,69,12,-0.378183869123777,39.48492629666215,-0.37820555999263,39.485090150000005,5.047624710618375e-06,2377355.823374972,0.0011513610634474,0.0019376942382901,0.0003994665944056,0.0011970689182151,Yes,0.167,,0.083,,,0.083,,,0.083,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3781217 39.4829896, -0.3786674 39.4858386, -0.378531233130472 39.486586693683996, -0.37817731998526 39.486692647986665, -0.3776781 39.4856625, -0.3773043 39.483392, -0.3781217 39.4829896))",164.0,44.77,21.39,15201.0,90.31,1765.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Local
70,Valencia_hdbscan_5_5,70,59,-0.3384647479865444,39.466784261968456,-0.3385853,39.4667407,2.3741585781419622e-05,2485090.9515140275,0.0017577752595321,0.0037438308103167,0.0017706587169051,0.0008028795568218,Yes,0.22,0.034,0.034,0.017,0.017,0.034,0.034,0.068,0.068,,,,,,,0.017,0.017,0.051,0.017,,,0.017,,,,,0.017,,0.017,,0.017,,,,,,,,,,,,,0.034,0.017,,,,,,0.017,,0.017,,,,,,,0.017,,,0.034,0.017,,,,,,,,,,,0.017,,,,,,,,,0.017,,,,,,0.017,,,,,0.017,,,,,,,0.017,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.338244582935307 39.46535874259662, -0.3402558 39.4654388, -0.3410925 39.4667407, -0.34104 39.4674518, -0.3408774 39.4683716, -0.340261394733784 39.469091996680696, -0.335950684325654 39.468252703535896, -0.334733011669781 39.46648357409304, -0.3351518 39.4658877, -0.338244582935307 39.46535874259662))",967.0,44.77,21.39,15201.0,90.31,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,Mixed
71,Valencia_hdbscan_5_5,71,19,-0.3281872213089583,39.47212495973722,-0.3280853,39.4719717,1.1291981458709576e-05,1682609.9183279458,0.0012283720325513,0.002062879540003,0.0005953008944005,0.0012108541142105,Yes,0.263,0.105,,0.105,,,,0.053,,0.105,,,0.053,,,,,,0.053,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.328504 39.4702265, -0.3300566 39.471747, -0.3279098 39.4741691, -0.3275361 39.4739468, -0.327192504870206 39.471966235007194, -0.328504 39.4702265))",327.0,44.77,21.39,15201.0,90.31,1918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,Local
72,Valencia_hdbscan_5_5,72,19,-0.3585613053634527,39.48280383260876,-0.3585263,39.483059,2.8943992699932533e-06,6564401.876747394,0.0006254200486045,0.0013822175451693,0.0004190886642679,0.0005455957608273,Yes,0.158,0.053,,,,,,0.053,,,,,0.105,,,,,,0.053,,,,,,,,,,0.053,,,,,0.053,,,,,,,0.053,,,0.053,,,,0.053,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3591591 39.4819218, -0.3590786 39.4823083, -0.3588826 39.4829244, -0.3587316 39.4833451, -0.3583756 39.4834626, -0.3574252 39.4835911, -0.3583803 39.4821653, -0.3584601 39.4820528, -0.3591591 39.4819218))",78.0,44.77,21.39,15201.0,90.31,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Local
73,Valencia_hdbscan_5_5,73,21,-0.3861525809460919,39.48241747433237,-0.3861014,39.4827541,1.1128111600010677e-05,1887112.6346342403,0.0012519490283646,0.0026876718177524,0.0009936787551845,0.0009921775185519,Yes,,0.048,0.048,,,0.048,,,0.143,,,,0.048,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3878535 39.4803365, -0.387117049719095 39.483507045252274, -0.3846174 39.4837107, -0.3845555 39.4828711, -0.386784409585096 39.48085744431868, -0.3875112 39.4804892, -0.3878535 39.4803365))",324.0,44.77,21.39,15201.0,90.31,1968.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,Local
