geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Murcia_hdbscan_5_5
POINT (-1.1048609 37.9774074),Casa Tornel,bicycle,,,,,,,,,,,,-1.1048609,37.9774074,-122993,4227645,casa tornel,52
POINT (-1.1049736 37.9773011),Los Cazadores,,restaurant,,,,,,,,,,,-1.1049736,37.9773011,-123006,4227633,los cazadores,52
POINT (-1.1050601 37.9774348),Droguería Mercería Juan Carlos y Santi,clothes,,,,,,,,,,,,-1.1050601,37.9774348,-123015,4227648,droguería mercería juan carlos y santi,52
POINT (-1.1045759 37.9778926),Bangles,,cafe,,,,,,,,,,,-1.1045759,37.9778926,-122961,4227699,bangles,52
POINT (-1.1048448 37.9776579),Los Pollos,,restaurant,,,,,,,,,,,-1.1048448,37.9776579,-122991,4227673,los pollos,52
POINT (-1.1060391 37.9791447),Minimark Huang,convenience,,,,,,,,,,,,-1.1060391,37.9791447,-123124,4227838,minimark huang,52
POINT (-1.1051539 37.9778477),Alimentación Multiprecio,convenience,,,,,,,,,,,,-1.1051539,37.9778477,-123026,4227694,alimentación multiprecio,52
POINT (-1.1052036 37.9779016),Hincapié,shoes,,,,,,,,,,,,-1.1052036,37.9779016,-123031,4227700,hincapié,52
POINT (-1.1052981 37.9776896),Salón de Juego,bookmaker,,,,,,,,,,,,-1.1052981,37.9776896,-123042,4227676,salón de juego,52
POINT (-1.1052834 37.9780311),Confitería Guillén,pastry,,,,,,,,,,,,-1.1052834,37.9780311,-123040,4227714,confitería guillén,52
POINT (-1.1053155 37.9780966),,,pharmacy,,,,,,,,,,,-1.1053155,37.9780966,-123044,4227722,,52
POINT (-1.1054926 37.9780215),Supermercado Los Dolores,supermarket,,,,,,,,,,,,-1.1054926,37.9780215,-123063,4227713,supermercado los dolores,52
POINT (-1.1056434 37.9782552),Panadería Isabel,bakery,cafe,,,,,,,,,,,-1.1056434,37.9782552,-123080,4227739,panadería isabel,52
POINT (-1.1056468 37.9785586),Todo Óptica,optician,,,,,,,,,,,,-1.1056468,37.9785586,-123081,4227773,todo óptica,52
POINT (-1.1054952 37.9783281),Perfumería Olmos,perfumery,,,,,,,,,,,,-1.1054952,37.9783281,-123064,4227747,perfumería olmos,52
POINT (-1.1055596 37.9784381),Ferretería Olmos,hardware,,,,,,,,,,,,-1.1055596,37.9784381,-123071,4227760,ferretería olmos,52
POINT (-1.1058372 37.9788588),Cajamar,,bank,,,,,,,,Cajamar,,,-1.1058372,37.9788588,-123102,4227807,cajamar,52
POINT (-1.1058117 37.9784909),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1058117,37.9784909,-123099,4227766,banco sabadell,52
POINT (-1.1059003 37.9785956),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-1.1059003,37.9785956,-123109,4227777,caixabank,52
POINT (-1.1059573 37.9786986),Frutería Conchita,greengrocer,,,,,,,,,,,,-1.1059573,37.9786986,-123115,4227789,frutería conchita,52
POINT (-1.1045229 37.9758216),Club de La Tercera Edad - Los Dolores,,community_centre,,,,,,,,,,,-1.1045229,37.9758216,-122955,4227468,club de la tercera edad - los dolores,52
POINT (-1.1041743 37.9761303),Peña Huertana El Mortero,,community_centre,,,,,,,,,,,-1.1041743,37.9761303,-122917,4227503,peña huertana el mortero,52
POINT (-1.1039986 37.9762857),Paraíso,,cafe,,,,,,,,,,,-1.1039986,37.9762857,-122897,4227520,paraíso,52
POINT (-1.1034836 37.976642),El Rincón de Gabino,,restaurant,,,,,,,,,,spanish,-1.1034836,37.976642,-122840,4227560,el rincón de gabino,52
POINT (-1.104299 37.9769232),Encuadernaciones Carcelén,copyshop,,,,,,,,,,,,-1.104299,37.9769232,-122931,4227591,encuadernaciones carcelén,52
POINT (-1.1056079 37.9769237),Consultorio Local de Los Dolores,,clinic,,,,,Plaza Constitución,,30011.0,,,,-1.1056079,37.9769237,-123076,4227591,consultorio local de los dolores,52
POINT (-1.1051593 37.976735),Carnicería Charcutería Sánchez,butcher,,,,,,,,,,,,-1.1051593,37.976735,-123026,4227570,carnicería charcutería sánchez,52
POINT (-1.10505 37.9766351),Bar Pirri II,,restaurant,,,,,,,,,,,-1.10505,37.9766351,-123014,4227559,bar pirri ii,52
POINT (-1.1048971 37.9766901),Romero Peluqueros,hairdresser,,,,,,,,,,,,-1.1048971,37.9766901,-122997,4227565,romero peluqueros,52
POINT (-1.104757 37.9767189),Estanco Los Dolores,tobacco,,,,,,,,,,,,-1.104757,37.9767189,-122982,4227568,estanco los dolores,52
POINT (-1.1071764 37.9762221),Alcaldía y Oficina Municipal Los Dolores,,,,,government,,Calle Infanta Sofía,2,30011.0,,D. Antonio Sánchez Lorente,,-1.1071764,37.9762221,-123251,4227513,alcaldía y oficina municipal los dolores,52
POINT (-1.107234 37.9763086),Centro de La Mujer Los Dolores,,community_centre,,,,,Calle Infanta Sofía,4,30011.0,,,,-1.107234,37.9763086,-123257,4227523,centro de la mujer los dolores,52
POINT (-1.1419789 37.9891279),Fain Ascensores,,,,,company,,San Antón,28,30009.0,,,,-1.1419789,37.9891279,-127125,4228950,fain ascensores,-1
POINT (-1.1725364 38.0292136),Oficina de Extranjería en Murcia,,,,,government,,Calle Francisco Alfonso Hidalgo Martínez,38,30010.0,,,,-1.1725364,38.0292136,-130527,4233412,oficina de extranjería en murcia,-1
POINT (-1.1965629 37.9454159),Torrecobijo,,,hotel,,,,,,,,,,-1.1965629,37.9454159,-133201,4224084,torrecobijo,-1
POINT (-1.1322094 37.9847876),El pulpito,,restaurant,,,,,,,,,,,-1.1322094,37.9847876,-126038,4228467,el pulpito,97
POINT (-1.1196964 37.9753989),Herbolario Acuario,herbalist,,,,,,Calle Pintor Almela Costa,24B,30011.0,,,,-1.1196964,37.9753989,-124645,4227421,herbolario acuario,79
POINT (-1.1182285 37.976939),SuperDumbo,supermarket,,,,,,Avenida Monte Carmelo,,30011.0,,,,-1.1182285,37.976939,-124481,4227593,superdumbo,79
POINT (-1.1187132 37.977155),Miriamar,,cafe,,,,,,,,,,,-1.1187132,37.977155,-124535,4227617,miriamar,79
POINT (-1.1186964 37.9772401),Cafe Bar Thisis,,cafe,,,,,,,,,,,-1.1186964,37.9772401,-124533,4227626,cafe bar thisis,79
POINT (-1.1187696 37.9774125),Ripoll y de Prado Sport Clinic,,clinic,,clinic,,,Calle Miguel Hernández,12,30011.0,,,,-1.1187696,37.9774125,-124541,4227646,ripoll y de prado sport clinic,79
POINT (-1.1201021 37.9757525),Farmacia MECA,,pharmacy,,pharmacy,,,Calle Pintor Almela Costa,,30011.0,,,,-1.1201021,37.9757525,-124690,4227461,farmacia meca,79
POINT (-1.1186629 37.9787217),Farmacia San Carlos,,pharmacy,,pharmacy,,,Calle Miguel Hernández,7,30011.0,,,,-1.1186629,37.9787217,-124530,4227791,farmacia san carlos,-1
POINT (-1.1346575 37.9703157),Cervemur,,pub,,,,,Carril de la Condesa,30,30010.0,,Cervemur Import S.L.,,-1.1346575,37.9703157,-126310,4226856,cervemur,70
POINT (-1.112412 37.9776347),,,taxi,,,,,,,,,,,-1.112412,37.9776347,-123834,4227670,,73
POINT (-1.0685674 37.9631027),Los Lagos de María,,restaurant,,,,,Carril Márquez,55,30570.0,,,regional;international,-1.0685674,37.9631027,-118953,4226053,los lagos de maría,-1
POINT (-1.1170287 37.9776987),Farmacia Juan Serna Fuentes,,pharmacy,,pharmacy,,,Calle Vicente Alexandre,9,30011.0,,,,-1.1170287,37.9776987,-124348,4227677,farmacia juan serna fuentes,-1
POINT (-1.1170546 37.9811284),Mercadona,supermarket,,,,,,Calle Jorge Manrique,1,30011.0,Mercadona,Mercadona,,-1.1170546,37.9811284,-124351,4228059,mercadona,-1
POINT (-1.1133073 37.9780037),Registro Civil Nº1,,,,,government,,Avenida de la Justicia,,30011.0,,,,-1.1133073,37.9780037,-123933,4227711,registro civil nº1,73
POINT (-1.0866058 37.9991375),Pizza Pac,,restaurant,,,,,Calle Mayor,255,30006.0,,,pizza,-1.0866058,37.9991375,-120961,4230064,pizza pac,-1
POINT (-1.1197975 37.9751888),Pizzeria Los Naranjos,,restaurant,,,,,Calle Historiador Juan Torres Fontes,17,30011.0,,,pizza;burger;international,-1.1197975,37.9751888,-124656,4227398,pizzeria los naranjos,79
POINT (-1.0705308 37.97341),Farmacia Monteazahar,,pharmacy,,pharmacy,,,Avenida Monteazahar,6,30570.0,,,,-1.0705308,37.97341,-119171,4227200,farmacia monteazahar,23
POINT (-1.072981 37.9723301),Farmacia Amparo Chicote,,pharmacy,,pharmacy,,,Calle Francisco Noguera,3,30570.0,,,,-1.072981,37.9723301,-119444,4227080,farmacia amparo chicote,23
POINT (-1.0722718 37.978331),SuperDumbo,supermarket,,,,,,Calle Telefonista Encarna Ayala,19,30570.0,,,,-1.0722718,37.978331,-119365,4227748,superdumbo,23
POINT (-1.0731066 37.9790162),La Colegiala,bakery,,,,,,Avenida Fabian Escribano,27,30570.0,,,,-1.0731066,37.9790162,-119458,4227824,la colegiala,23
POINT (-1.1333618 37.9841165),La Tapeoteca,,restaurant,,,,,,,,,,tapas,-1.1333618,37.9841165,-126166,4228392,la tapeoteca,-1
POINT (-1.2258324 37.9622299),Meson las 4 Torres,,restaurant,,,,,,,,,,,-1.2258324,37.9622299,-136460,4225955,meson las 4 torres,9
POINT (-1.1230585 37.9770954),Pizzería Pintada,,restaurant,,,,,Calle del Arenal,3,30011.0,,,pizza;italian,-1.1230585,37.9770954,-125019,4227610,pizzería pintada,-1
POINT (-1.1243596 37.9763521),Farmacia María Soledad Espín Mesas,,pharmacy,,pharmacy,,,Calle Torre de Romo,68,30011.0,,,,-1.1243596,37.9763521,-125164,4227528,farmacia maría soledad espín mesas,-1
POINT (-1.0768198 37.9835146),Talleres Lemans,car_repair,,,,,,Carretera de Beniajan Km 4.8,,30570.0,,,,-1.0768198,37.9835146,-119872,4228325,talleres lemans,-1
POINT (-1.1190458 37.9805197),Imar Fertilidad,,clinic,,clinic,,,Calle Miguel Hernández,3,30011.0,,,,-1.1190458,37.9805197,-124572,4227991,imar fertilidad,80
POINT (-1.1195221 37.9810994),Mondo Italiano,,restaurant,,,,,Calle Miguel Hernández,2,30011.0,,,pizza;italian,-1.1195221,37.9810994,-124625,4228056,mondo italiano,80
POINT (-1.1192654 37.9812997),Caixabank,,bank,,,,,Avenida Infante Juan Manuel,,30011.0,Caixabank,Caixabank S.A.,,-1.1192654,37.9812997,-124597,4228078,caixabank,-1
POINT (-1.1206549 37.981047),Caixabank,,bank,,,,,Avenida Infante Juan Manuel,,30011.0,Caixabank,Caixabank,,-1.1206549,37.981047,-124751,4228050,caixabank,80
POINT (-1.1214603 37.974977),La Lumbre,,restaurant,,,,,Calle Historiador Juan Torres Fontes,10,30011.0,,,regional,-1.1214603,37.974977,-124841,4227374,la lumbre,79
POINT (-1.1208643 37.974977),Carnicería Hermanos Fernández,butcher,,,,,,Calle Historiador Juan Torres Fontes,14,30011.0,,,,-1.1208643,37.974977,-124775,4227374,carnicería hermanos fernández,79
POINT (-1.1204525 37.975266),Estanco,tobacco,,,,,,Calle Pintor Almela Costa,12,30011.0,,,,-1.1204525,37.975266,-124729,4227407,estanco,79
POINT (-1.1208878 37.9752488),Confitería Pipo,bakery,,,,,,Calle Pintor Almela Costa,,30011.0,,,,-1.1208878,37.9752488,-124777,4227405,confitería pipo,79
POINT (-1.1212125 37.9753584),Mundo Marino,pet,,,,,,Calle Pintor Almela Costa,,30011.0,,,,-1.1212125,37.9753584,-124813,4227417,mundo marino,79
POINT (-1.1144632 37.9805982),Motos Marín,motorcycle,,,,,,Avenida San Juan de La Cruz,18,30011.0,,,,-1.1144632,37.9805982,-124062,4228000,motos marín,-1
POINT (-1.1210365 37.9805489),Comercial Párraga,appliance,,,,,,Avenida Pío Baroja,,30011.0,,Comercial Párraga S.L.,,-1.1210365,37.9805489,-124794,4227995,comercial párraga,80
POINT (-1.1201985 37.9804118),5 Estrellas,,restaurant,,,,,Avenida San Juan de La Cruz,9,30011.0,,,regional,-1.1201985,37.9804118,-124700,4227979,5 estrellas,80
POINT (-1.119985 37.9774212),Heracles Gym,,,,,,fitness_centre,Calle Gabriel Miró,6,30011.0,,,,-1.119985,37.9774212,-124677,4227647,heracles gym,79
POINT (-1.2256581 37.9623713),Dragon,supermarket,,,,,,,,,,,,-1.2256581,37.9623713,-136440,4225971,dragon,9
POINT (-1.1266213 37.9822955),,,taxi,,,,,,,,,,,-1.1266213,37.9822955,-125415,4228189,,-1
POINT (-1.1208749 37.9821081),Hospital Reina Sofía,,taxi,,,,,,,,,,,-1.1208749,37.9821081,-124776,4228168,hospital reina sofía,-1
POINT (-1.1301114 37.984156),Los Zagales,,restaurant,,,,,,,,,,spanish,-1.1301114,37.984156,-125804,4228396,los zagales,104
POINT (-1.127606 37.9696723),Cafetería Tuenty,,cafe,,,,,Paseo de Florencia,7,30010.0,,,,-1.127606,37.9696723,-125525,4226784,cafetería tuenty,67
POINT (-1.1302333 37.9691417),Cervecería Tiri Tiri Tiri,,restaurant,,,,,Paseo de Florencia,25,30010.0,,,regional,-1.1302333,37.9691417,-125818,4226725,cervecería tiri tiri tiri,-1
POINT (-1.125591 37.9771544),Mesón Las Palmeras,,restaurant,,,,,,,,,,,-1.125591,37.9771544,-125301,4227617,mesón las palmeras,-1
POINT (-1.1262309 37.9774726),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-1.1262309,37.9774726,-125372,4227652,caixabank,86
POINT (-1.1270954 37.9782151),Caixabank,,bank,,,,,,,,Caixabank,,,-1.1270954,37.9782151,-125468,4227735,caixabank,86
POINT (-1.1262862 37.9761338),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1262862,37.9761338,-125378,4227503,mercadona,-1
POINT (-1.1259743 37.9756412),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1259743,37.9756412,-125343,4227448,mercadona,-1
POINT (-1.1209542 37.9809518),BBVA,,bank,,,,,,,,BBVA,,,-1.1209542,37.9809518,-124785,4228040,bbva,80
POINT (-1.1365498 37.9872138),Marpoma,cosmetics,,,,,,,,,,,,-1.1365498,37.9872138,-126521,4228737,marpoma,89
POINT (-1.1889723 37.9975281),Pepe Jeans,clothes,,,,,,,,,,,,-1.1889723,37.9975281,-132356,4229885,pepe jeans,33
POINT (-1.1901015 37.9975746),Nike Factory Store,sports,,,,,,,,,,,,-1.1901015,37.9975746,-132482,4229890,nike factory store,33
POINT (-1.1363453 37.9869961),Interapothek,,pharmacy,,,,,,,,,,,-1.1363453,37.9869961,-126498,4228712,interapothek,-1
POINT (-1.1373196 37.9841257),Panateria Ambato,bakery,,,,,,Calle Antonio Sánchez Maurandi,,,,,,-1.1373196,37.9841257,-126606,4228393,panateria ambato,-1
POINT (-1.1294751 37.9859167),Farmacia Magistral,,pharmacy,,,,,,,,,,,-1.1294751,37.9859167,-125733,4228592,farmacia magistral,110
POINT (-1.1341058 37.9846003),Farmacia ABAD,,pharmacy,,,,,,,,,,,-1.1341058,37.9846003,-126249,4228446,farmacia abad,-1
POINT (-1.1273923 37.9867009),Farmacia San Lorenzo,,pharmacy,,,,,Calle de Saavedra Fajardo,,,,,,-1.1273923,37.9867009,-125501,4228680,farmacia san lorenzo,-1
POINT (-1.1305195 37.9842635),Puxmarina,,pharmacy,,pharmacy,,,Plaza de la Puxmarina,,,,,,-1.1305195,37.9842635,-125849,4228408,puxmarina,104
POINT (-1.1310906 37.9856067),Ruiz Seiquer,,pharmacy,,,,,Plaza José Esteve Mora,,,,,,-1.1310906,37.9856067,-125913,4228558,ruiz seiquer,-1
POINT (-1.1322455 37.9843203),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1322455,37.9843203,-126042,4228415,mercadona,97
POINT (-1.1303586 37.9904727),Federal,,restaurant,,,,,Calle Bartolomé Pérez Casas,,,,,,-1.1303586,37.9904727,-125832,4229099,federal,108
POINT (-1.0157065 38.0472276),Parque de El Raal,,,,,,park,Carretera Raal,,30139.0,,,,-1.0157065,38.0472276,-113068,4235417,parque de el raal,-1
POINT (-1.1421398 37.9386635),Café de las Tres Hadas,,cafe,,,,,,,,,,,-1.1421398,37.9386635,-127143,4223332,café de las tres hadas,-1
POINT (-1.1193582 37.9789698),Junta Municipal de Distrito Infante Juan Manuel,,,,,government,,Calle Miguel Hernández,8,30011.0,,,,-1.1193582,37.9789698,-124607,4227819,junta municipal de distrito infante juan manuel,-1
POINT (-1.1785077 37.9778975),Centro de Salud de La Raya,,,,doctor,,,,,,,,,-1.1785077,37.9778975,-131191,4227700,centro de salud de la raya,27
POINT (-1.1783179 37.9775001),Café-Bar Rubens,,cafe,,,,,,,,,,,-1.1783179,37.9775001,-131170,4227655,café-bar rubens,27
POINT (-1.1761751 37.9773295),Super Compra,supermarket,,,,,,,,,,,,-1.1761751,37.9773295,-130932,4227636,super compra,27
POINT (-1.0967191 38.008035),Restaurante Cánovas,,restaurant,,,,,,,,,,regional;carne_asada;chicken,-1.0967191,38.008035,-122087,4231054,restaurante cánovas,32
POINT (-1.0917883 38.008808),Pak Döner Kebab Casillas,,fast_food,,,,,,,,,,kebab,-1.0917883,38.008808,-121538,4231141,pak döner kebab casillas,32
POINT (-1.0917564 38.0087174),Clínica Veterinaria 4 Patas,,veterinary,,,,,,,,,,,-1.0917564,38.0087174,-121534,4231130,clínica veterinaria 4 patas,32
POINT (-1.0919 38.0090779),Pescadería La Torre,seafood,,,,,,,,,,,,-1.0919,38.0090779,-121550,4231171,pescadería la torre,32
POINT (-1.0915961 38.0085773),Relojería Joyería Casillas,jewelry,,,,,,,,,,,,-1.0915961,38.0085773,-121516,4231115,relojería joyería casillas,32
POINT (-1.0913126 38.0087615),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.0913126,38.0087615,-121485,4231135,banco sabadell,32
POINT (-1.0913359 38.0090714),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-1.0913359,38.0090714,-121488,4231170,caixabank,32
POINT (-1.0912109 38.0085621),Cafetería Gollum,,cafe,,,,,,,,,,,-1.0912109,38.0085621,-121474,4231113,cafetería gollum,32
POINT (-1.0911449 38.0083099),Supermercado El Pino,supermarket,,,,,,,,,,,,-1.0911449,38.0083099,-121466,4231085,supermercado el pino,32
POINT (-1.0901179 38.0096141),Cajamar,,bank,,,,,,,,Cajamar,,,-1.0901179,38.0096141,-121352,4231230,cajamar,32
POINT (-1.091095 38.0081249),Centro Óptico Casillas,optician,,,,,,,,,,,,-1.091095,38.0081249,-121461,4231064,centro óptico casillas,32
POINT (-1.0914071 38.0085661),Panadería Juanico El Sierras,bakery,,,,,,,,,,,,-1.0914071,38.0085661,-121495,4231114,panadería juanico el sierras,32
POINT (-1.0913772 38.0084507),Clínica Dental de Maya,,dentist,,dentist,,,,,,,,,-1.0913772,38.0084507,-121492,4231101,clínica dental de maya,32
POINT (-1.0912034 38.008514),Frutería Loymar,greengrocer,,,,,,,,,,,,-1.0912034,38.008514,-121473,4231108,frutería loymar,32
POINT (-1.0908066 38.0087796),Restaurante El Zenete,,restaurant,,,,,,,,,,,-1.0908066,38.0087796,-121429,4231137,restaurante el zenete,32
POINT (-1.0911898 38.0092428),Librería Casillas,books,,,,,,,,,,,,-1.0911898,38.0092428,-121471,4231189,librería casillas,32
POINT (-1.0903704 38.0096899),Farmacia Casillas,,pharmacy,,pharmacy,,,,,,,,,-1.0903704,38.0096899,-121380,4231239,farmacia casillas,32
POINT (-1.090268 38.0097512),Panadería La Huertana,bakery,,,,,,,,,,,,-1.090268,38.0097512,-121369,4231246,panadería la huertana,32
POINT (-1.0897825 38.0100109),Floristería Rosi,florist,,,,,,,,,,,,-1.0897825,38.0100109,-121315,4231274,floristería rosi,32
POINT (-1.0900612 38.0099875),Estética Lola Martinez,beauty,,,,,,,,,,,,-1.0900612,38.0099875,-121346,4231272,estética lola martinez,32
POINT (-1.089356 38.0106156),Inmobiliaria Costa,,,,,estate_agent,,,,,,,,-1.089356,38.0106156,-121267,4231342,inmobiliaria costa,32
POINT (-1.1236225 37.9751118),EntreTierras,travel_agency,,,,,,Calle Torre de Romo,86,30011.0,,,,-1.1236225,37.9751118,-125082,4227389,entretierras,-1
POINT (-1.0915751 37.9817724),El Pillo,,restaurant,,,,,,,,,,,-1.0915751,37.9817724,-121514,4228131,el pillo,-1
POINT (-1.1285488 37.9997189),superDumbo,supermarket,,,,,,,,,,,,-1.1285488,37.9997189,-125630,4230129,superdumbo,-1
POINT (-1.1311117 37.9973728),La Colegiala,bakery,,,,,,,,,,,,-1.1311117,37.9973728,-125915,4229868,la colegiala,93
POINT (-1.1225246 37.9724001),Caixabank,,bank,,,,,Calle Pío XII,9,30012.0,Caixabank,Caixabank,,-1.1225246,37.9724001,-124959,4227088,caixabank,-1
POINT (-1.1301622 37.9789909),Caixabank,,bank,,,,,Paseo Marqués de Corvera,1,30002.0,Caixabank,Caixabank,,-1.1301622,37.9789909,-125810,4227821,caixabank,87
POINT (-1.1323522 37.9886686),Caixabank,,bank,,,,,Gran Vía Escultor Francisco Salzillo,23,30005.0,Caixabank,Caixabank,,-1.1323522,37.9886686,-126053,4228899,caixabank,-1
POINT (-1.1285039 37.9780274),Zebra,clothes,,,,,,,,,,,,-1.1285039,37.9780274,-125625,4227714,zebra,86
POINT (-1.1065597 37.9802199),Zaseni - Los Dolores,cosmetics,,,,,,"Avenida de Los Dolores, 32",,,,,,-1.1065597,37.9802199,-123182,4227958,zaseni - los dolores,52
POINT (-1.1425516 38.0348311),Casa de Torre Aledo,,,attraction,,,,,,,,,,-1.1425516,38.0348311,-127189,4234037,casa de torre aledo,-1
POINT (-1.1163971 37.9742318),"Bualgas, S.A.",wholesale,,,,,,Naranjo,3,30011.0,,,,-1.1163971,37.9742318,-124277,4227291,"bualgas, s.a.",-1
POINT (-1.1163165 37.9737558),"Butanotres, S.L.",gas,,,,,,Naranjo,1,30011.0,,,,-1.1163165,37.9737558,-124268,4227238,"butanotres, s.l.",-1
POINT (-1.0317472 37.8521967),Hotel Valle del Sol,,,hotel,,,,,,,,,,-1.0317472,37.8521967,-114854,4213707,hotel valle del sol,2
POINT (-1.0321879 38.0380626),,,bar,,,,,,,,,,,-1.0321879,38.0380626,-114903,4234397,,-1
POINT (-1.1792511 37.9772397),La Farmacia,,bar,,,,,,,,,,,-1.1792511,37.9772397,-131274,4227626,la farmacia,27
POINT (-1.1792695 37.9773851),Kebab La Farmacia,,fast_food,,,,,,,,,,,-1.1792695,37.9773851,-131276,4227643,kebab la farmacia,27
POINT (-1.1777118 37.9764307),Multiprecio,variety_store,,,,,,,,,,,,-1.1777118,37.9764307,-131103,4227536,multiprecio,27
POINT (-1.177824 37.9765675),El Molino,,bar,,,,,,,,,,,-1.177824,37.9765675,-131115,4227551,el molino,27
POINT (-1.1787182 37.9772074),,,pharmacy,,pharmacy,,,,,,,,,-1.1787182,37.9772074,-131215,4227623,,27
POINT (-1.1878492 37.9820636),Campo Municipal de La Raya,,,,,,stadium,,,,,,,-1.1878492,37.9820636,-132231,4228163,campo municipal de la raya,24
POINT (-1.1801298 37.9776498),,hairdresser,,,,,,,,,,,,-1.1801298,37.9776498,-131372,4227672,,27
POINT (-1.1776647 37.9766308),,,dentist,,dentist,,,,,,,,,-1.1776647,37.9766308,-131098,4227559,,27
POINT (-1.1782981 37.9782386),Hogar del Pensionista,,bar,,,,,,,,,,,-1.1782981,37.9782386,-131168,4227738,hogar del pensionista,27
POINT (-1.1786646 37.9771407),Estanco,tobacco,,,,,,,,,,,,-1.1786646,37.9771407,-131209,4227615,estanco,27
POINT (-1.1786203 37.9771431),,lottery,,,,,,,,,,,,-1.1786203,37.9771431,-131204,4227616,,27
POINT (-1.1782467 37.9768892),,supermarket,,,,,,,,,,,,-1.1782467,37.9768892,-131162,4227587,,27
POINT (-1.1785339 37.9770721),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1785339,37.9770721,-131194,4227608,banco sabadell,27
POINT (-1.1803256 37.9778263),,boutique,,,,,,,,,,,,-1.1803256,37.9778263,-131394,4227692,,27
POINT (-1.1785532 37.976663),,stationery,,,,,,,,,,,,-1.1785532,37.976663,-131197,4227562,,27
POINT (-1.1788059 37.9771135),,,post_box,,,,,,,,,,,-1.1788059,37.9771135,-131225,4227612,,27
POINT (-1.1784269 37.9775165),,,bar,,,,,,,,,,,-1.1784269,37.9775165,-131182,4227657,,27
POINT (-1.1272808 37.991768),Aulario Rector Sabater,,university,,,,,,,,,Universidad de Murcia,,-1.1272808,37.991768,-125489,4229244,aulario rector sabater,-1
POINT (-1.1335506 37.9843104),El Pasaje de Zabalburu,,restaurant,,,,,Plaza San Pedro,3,30004.0,,,,-1.1335506,37.9843104,-126187,4228413,el pasaje de zabalburu,96
POINT (-1.1862934 38.0025096),Arquitectura MODULAR España,,,,,company,,vereda de los muchachos,2,30107.0,,,,-1.1862934,38.0025096,-132058,4230439,arquitectura modular españa,-1
POINT (-1.1858905 38.0020885),quîckplâck España,hardware,,,,,,Autovía del Mediterráneo,,30107.0,,,,-1.1858905,38.0020885,-132013,4230392,quîckplâck españa,-1
POINT (-1.1945332 37.9894627),Lapizzeria,,fast_food,,,,,Calle Profesor Joaquín Hellín,2,30830.0,,,pizza,-1.1945332,37.9894627,-132975,4228987,lapizzeria,31
POINT (-1.1327258 37.9852012),La Gavacha,,restaurant,,,,,,,,,,,-1.1327258,37.9852012,-126095,4228513,la gavacha,96
POINT (-1.1408309 38.0226278),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-1.1408309,38.0226278,-126997,4232679,mcdonald's,41
POINT (-1.0388553 38.0340092),El Jarabe,supermarket,,,,,,,,,,,,-1.0388553,38.0340092,-115645,4233946,el jarabe,-1
POINT (-1.1301248 37.9869158),Café del Arco,,cafe,,,,,Calle Arco de Santo Domingo,,,,,tapas,-1.1301248,37.9869158,-125805,4228703,café del arco,-1
POINT (-1.1278849 37.9854535),Fitzpatricks Irish Pub,,bar,,,,,,,,,,,-1.1278849,37.9854535,-125556,4228541,fitzpatricks irish pub,-1
POINT (-1.0712127 38.0056466),Bar El Puri,,bar,,,,,,,,,,,-1.0712127,38.0056466,-119247,4230789,bar el puri,19
POINT (-1.0704423 38.0047992),Panadería Ascensión,bakery,,,,,,,,,,,,-1.0704423,38.0047992,-119162,4230694,panadería ascensión,19
POINT (-1.1486457 38.0052468),Colegio San José,,school,,,,,Avenida Teniente Montesinos,19,,,,,-1.1486457,38.0052468,-127867,4230744,colegio san josé,-1
POINT (-1.1285545 37.9850804),Cetina,,,hotel,,,,Calle Radio Murcia,3,,,,,-1.1285545,37.9850804,-125631,4228499,cetina,-1
POINT (-1.1152779 37.9419417),Farmacia Óptica Rosique,optician,,,,,,,,,,,,-1.1152779,37.9419417,-124153,4223697,farmacia óptica rosique,43
POINT (-1.1289986 37.9876778),Apapel,copyshop,,,,,,Calle de Santa Ana,,,,,,-1.1289986,37.9876778,-125680,4228788,apapel,-1
POINT (-1.1709187 38.0289619),Enagas,,,,,company,,,,,,,,-1.1709187,38.0289619,-130347,4233384,enagas,-1
POINT (-1.1722902 38.0221235),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-1.1722902,38.0221235,-130499,4232623,caixabank,59
POINT (-1.1239649 37.9792232),Caja Rural Central,,bank,,,,,,,,,,,-1.1239649,37.9792232,-125120,4227847,caja rural central,-1
POINT (-1.128661 37.9867761),Superlumen,,,,,company,,Calle Andrés Baquero,7,30001.0,,,,-1.128661,37.9867761,-125643,4228688,superlumen,-1
POINT (-1.1291747 37.9773963),La Cabaña,,restaurant,,,,,,,,,,,-1.1291747,37.9773963,-125700,4227644,la cabaña,86
