geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Bilbao_hdbscan_5_5
POINT (-2.9324205 43.2640445),Restaurante Chinio Ercilla,,restaurant,,,,,Calle Ercilla / Ercilla kalea,15,48009.0,,,chinese,-2.9324205,43.2640445,-326437,4816153,restaurante chinio ercilla,-1
POINT (-2.9319782 43.2642306),Ercilla Clinica Dermatologica,,clinic,,clinic,,,,,,,,,-2.9319782,43.2642306,-326388,4816174,ercilla clinica dermatologica,-1
POINT (-2.9318854 43.2642687),Nerea Nails & Massage,beauty,,,,,,,,,,,,-2.9318854,43.2642687,-326377,4816178,nerea nails & massage,112
POINT (-2.9317367 43.2643362),Moqut,clothes,,,,,,,,,,,,-2.9317367,43.2643362,-326361,4816186,moqut,112
POINT (-2.9316887 43.2643759),Bilcab,clothes,,,,,,,,,,,,-2.9316887,43.2643759,-326356,4816190,bilcab,112
POINT (-2.9316285 43.2644107),Frutas y Verduras Buenas,greengrocer,,,,,,,,,,,,-2.9316285,43.2644107,-326349,4816194,frutas y verduras buenas,112
POINT (-2.9315613 43.2644481),Romana,,restaurant,,,,,,,,,,italian,-2.9315613,43.2644481,-326341,4816198,romana,112
POINT (-2.9315222 43.2644477),Mercel Arranz,hairdresser,,,,,,,,,,,,-2.9315222,43.2644477,-326337,4816198,mercel arranz,112
POINT (-2.9314753 43.2644372),Osorio,fashion_accessories,,,,,,,,,,,,-2.9314753,43.2644372,-326332,4816197,osorio,112
POINT (-2.931388 43.2644192),Gure Ogia,bakery,,,,,,,,,,,,-2.931388,43.2644192,-326322,4816195,gure ogia,112
POINT (-2.9313531 43.2644144),Peluqueria Unisex,hairdresser,,,,,,,,,,,,-2.9313531,43.2644144,-326318,4816195,peluqueria unisex,112
POINT (-2.9313186 43.2644054),Joyeria Henao,jewelry,,,,,,,,,,,,-2.9313186,43.2644054,-326314,4816194,joyeria henao,112
POINT (-2.9312411 43.264364),Fast Clean,dry_cleaning,,,,,,,,,,,,-2.9312411,43.264364,-326306,4816189,fast clean,112
POINT (-2.9312733 43.2642879),Wiché Café Bakery,,cafe,,,,,,,,,,,-2.9312733,43.2642879,-326309,4816181,wiché café bakery,112
POINT (-2.9317086 43.2634784),Rouret,shoes,,,,,,,,,,,,-2.9317086,43.2634784,-326358,4816090,rouret,120
POINT (-2.9319975 43.2635441),mongolia,clothes,,,,,,,,,,,,-2.9319975,43.2635441,-326390,4816098,mongolia,-1
POINT (-2.9321051 43.2635633),Shimai,clothes,,,,,,,,,,,,-2.9321051,43.2635633,-326402,4816100,shimai,116
POINT (-2.9321709 43.263579),Marionnaud,perfumery,,,,,,,,,Marionnaud,,,-2.9321709,43.263579,-326409,4816102,marionnaud,116
POINT (-2.9322285 43.2635944),Khala,fashion_accessories,,,,,,,,,,,,-2.9322285,43.2635944,-326416,4816103,khala,116
POINT (-2.932308 43.2636112),El Dinámico,,restaurant,,,,,Calle Colón de Larreategui / Colon de Larreategui kalea,26,48009.0,,,,-2.932308,43.2636112,-326425,4816105,el dinámico,116
POINT (-2.9323568 43.2637077),Consulado General del Perú,,,,,diplomatic,,Calle Colón de Larreategui / Colon de Larreategui kalea,26,48009.0,,,,-2.9323568,43.2637077,-326430,4816116,consulado general del perú,116
POINT (-2.9314391 43.262981),Garate,clothes,,,,,,,,,,,,-2.9314391,43.262981,-326328,4816035,garate,120
POINT (-2.9314175 43.2630236),Gallastegui,jewelry,,,,,,,,,,,,-2.9314175,43.2630236,-326325,4816040,gallastegui,120
POINT (-2.9314068 43.2630617),Astarloa,books,,,,,,Astarloa kalea,4,48001.0,,,,-2.9314068,43.2630617,-326324,4816044,astarloa,120
POINT (-2.9313682 43.2631414),Cuchilleria Inchaustegui,yes,,,,,,Astarloa kalea,2,48001.0,,,,-2.9313682,43.2631414,-326320,4816053,cuchilleria inchaustegui,120
POINT (-2.9313636 43.2631975),Alonso,shoes,,,,,,,,,,,,-2.9313636,43.2631975,-326319,4816059,alonso,120
POINT (-2.9315485 43.2632502),Iñaki Iglesias,hairdresser,,,,,,,,,,,,-2.9315485,43.2632502,-326340,4816065,iñaki iglesias,120
POINT (-2.9316178 43.2632625),Rouret,clothes,,,,,,,,,,,,-2.9316178,43.2632625,-326348,4816066,rouret,120
POINT (-2.9319612 43.2630137),La Vie Rosa,clothes,,,,,,,,,,,,-2.9319612,43.2630137,-326386,4816039,la vie rosa,116
POINT (-2.9320274 43.2628758),Lasa,,restaurant,,,,,Calle Diputación / Diputazio kalea,3,48009.0,,,,-2.9320274,43.2628758,-326393,4816023,lasa,116
POINT (-2.9326561 43.2632657),Banca March,,bank,,,,,,,,Banca March,,,-2.9326561,43.2632657,-326463,4816067,banca march,116
POINT (-2.932632 43.2633224),WOP,yes,,,,,,,,,,,,-2.932632,43.2633224,-326461,4816073,wop,116
POINT (-2.9325153 43.2634484),La Oka,deli,,,,,,,,,,,,-2.9325153,43.2634484,-326448,4816087,la oka,116
POINT (-2.9324576 43.2634523),Arabell,clothes,,,,,,Calle Colón de Larreategui / Colon de Larreategui kalea,33,48009.0,,,,-2.9324576,43.2634523,-326441,4816088,arabell,116
POINT (-2.9324067 43.2634386),Avenue,hairdresser,,,,,,,,,,,,-2.9324067,43.2634386,-326436,4816086,avenue,116
POINT (-2.9322498 43.2634083),Bar Irache,,bar,,,,,,,,,,,-2.9322498,43.2634083,-326418,4816083,bar irache,116
POINT (-2.932114 43.2632301),San Gotardo,,restaurant,,,,,,,,,,,-2.932114,43.2632301,-326403,4816063,san gotardo,116
POINT (-2.9322149 43.263005),Wakalouka - Surf & Snow,outdoor,,,,,,,,,,,,-2.9322149,43.263005,-326414,4816038,wakalouka - surf & snow,116
POINT (-2.9586965 43.2851825),Altzorra,,,viewpoint,,,,,,,,,,-2.9586965,43.2851825,-329362,4818507,altzorra,-1
POINT (-2.9331259 43.2628213),BBVA,,bank,,,,,,,,BBVA,BBVA,,-2.9331259,43.2628213,-326516,4816017,bbva,-1
POINT (-2.933018 43.263061),Chic,clothes,,,,,,,,,,,,-2.933018,43.263061,-326504,4816044,chic,116
POINT (-2.9330003 43.263101),La Talabarteria,shoes,,,,,,,,,,,,-2.9330003,43.263101,-326502,4816048,la talabarteria,-1
POINT (-2.9329861 43.2631461),Suiza,bakery,,,,,,,,,,,,-2.9329861,43.2631461,-326500,4816053,suiza,-1
POINT (-2.9329684 43.2631912),Margarito,,restaurant,,,,,Calle Marqués del Puerto / Portuko markesaren kalea,4,48009.0,,,,-2.9329684,43.2631912,-326498,4816058,margarito,116
POINT (-2.9329528 43.2632298),Halcón Viajes,travel_agency,,,,,,,,,Halcón Viajes,,,-2.9329528,43.2632298,-326496,4816063,halcón viajes,116
POINT (-2.9328368 43.2635271),Gant,clothes,,,,,,,,,,,,-2.9328368,43.2635271,-326483,4816096,gant,-1
POINT (-2.9330533 43.2635858),Tienda Bar,yes,,,,,,,,,,,,-2.9330533,43.2635858,-326507,4816102,tienda bar,116
POINT (-2.9332827 43.2636302),Juguettos,toys,,,,,,,,,Juguettos,,,-2.9332827,43.2636302,-326533,4816107,juguettos,116
POINT (-2.9332284 43.2636216),Ramond,,pub,,,,,,,,,,,-2.9332284,43.2636216,-326527,4816106,ramond,116
POINT (-2.9333571 43.2636431),MiiN,beauty,,,,,,,,,,,,-2.9333571,43.2636431,-326541,4816109,miin,-1
POINT (-2.933456 43.2635981),Inmobiliaria Irízar,,,,,estate_agent,,,,,,,,-2.933456,43.2635981,-326552,4816104,inmobiliaria irízar,-1
POINT (-2.933751 43.2634701),Panadería Lemona,bakery,,,,,,Calle Ercilla / Ercilla kalea,19,48009.0,,,,-2.933751,43.2634701,-326585,4816089,panadería lemona,-1
POINT (-2.9338622 43.2634224),Man,clothes,,,,,,,,,,,,-2.9338622,43.2634224,-326598,4816084,man,-1
POINT (-2.9339714 43.2633794),Monteverdi,,restaurant,,,,,Calle Ercilla / Ercilla kalea,21,48009.0,,,,-2.9339714,43.2633794,-326610,4816079,monteverdi,-1
POINT (-2.9343369 43.2634282),Arreglos,tailor,,,,,,,,,,,,-2.9343369,43.2634282,-326650,4816085,arreglos,-1
POINT (-2.9321115 43.2632145),Diputación,,,guest_house,,,,Calle Diputación / Diputazio kalea,4,,,Forever Apartments,,-2.9321115,43.2632145,-326403,4816061,diputación,116
POINT (-2.9341252 43.2635215),Grupo stop,,clinic,,clinic,,,,,,,,,-2.9341252,43.2635215,-326627,4816095,grupo stop,-1
POINT (-2.9342452 43.2638043),Salónica Hair&Beauty,hairdresser,,,,,,,,,,,,-2.9342452,43.2638043,-326640,4816127,salónica hair&beauty,-1
POINT (-2.9343245 43.2638265),,vacant,,,,,,,,,,,,-2.9343245,43.2638265,-326649,4816129,,127
POINT (-2.9344356 43.2638881),Santagloria,bakery,,,,,,,,,,,,-2.9344356,43.2638881,-326661,4816136,santagloria,127
POINT (-2.9344769 43.263822),Movil Shop,mobile_phone,,,,,,,,,,,,-2.9344769,43.263822,-326666,4816129,movil shop,127
POINT (-2.9344972 43.2637687),Ander Abasolo Joyería,jewelry,,,,,,Alameda Recalde / Recalde zumarkalea,31,,,,,-2.9344972,43.2637687,-326668,4816123,ander abasolo joyería,127
POINT (-2.9345359 43.2636829),Trucco,clothes,,,,,,Alameda Recalde / Recalde zumarkalea,31,,,,,-2.9345359,43.2636829,-326673,4816113,trucco,127
POINT (-2.9345623 43.2636296),Eliptica,,restaurant,,,,,Alameda Recalde / Recalde zumarkalea,33,48009.0,,,regional,-2.9345623,43.2636296,-326675,4816107,eliptica,127
POINT (-2.9345907 43.2635719),Verona,kitchen,,,,,,,,,,,,-2.9345907,43.2635719,-326679,4816101,verona,127
POINT (-2.9342899 43.2634638),,,,hotel,,,,Calle Ercilla / Ercilla kalea,37-39,48011.0,,,,-2.9342899,43.2634638,-326645,4816089,,-1
POINT (-2.9339122 43.2629647),Max Mara,clothes,,,,,,,,,Max Mara,,,-2.9339122,43.2629647,-326603,4816033,max mara,-1
POINT (-2.9352073 43.2635343),Clínica Moyúa,,dentist,,dentist,,,Plaza de Federico Moyúa / Federico Moyua plaza,6,48009.0,,,,-2.9352073,43.2635343,-326747,4816097,clínica moyúa,-1
POINT (-2.9348486 43.2637156),Top Nails III,beauty,,,,,,,,,,,,-2.9348486,43.2637156,-326707,4816117,top nails iii,114
POINT (-2.9348308 43.2637786),Café Zagros Shawarma,,cafe,,,,,,,,,,,-2.9348308,43.2637786,-326705,4816124,café zagros shawarma,114
POINT (-2.9348728 43.263967),,tobacco,,,,,,,,,,,,-2.9348728,43.263967,-326710,4816145,,114
POINT (-2.9349898 43.2639894),Barocco,clothes,,,,,,,,,,,,-2.9349898,43.2639894,-326723,4816147,barocco,114
POINT (-2.9351361 43.2640193),La Fontana,clothes,,,,,,,,,,,,-2.9351361,43.2640193,-326739,4816151,la fontana,114
POINT (-2.9352087 43.2640377),,clothes,,,,,,,,,,,,-2.9352087,43.2640377,-326747,4816153,,114
POINT (-2.9352788 43.2640532),Muselina,clothes,,,,,,,,,,,,-2.9352788,43.2640532,-326755,4816154,muselina,114
POINT (-2.9354292 43.2640858),Juan Manuel,shoes,,,,,,,,,,,,-2.9354292,43.2640858,-326772,4816158,juan manuel,114
POINT (-2.9356376 43.2641265),Medical Óptica Audición,optician,,,,,,Calle Elcano / Elcano kalea,3,48009.0,,,,-2.9356376,43.2641265,-326795,4816163,medical óptica audición,114
POINT (-2.9355918 43.2640155),Oficina del Servicio de Puertos de Bizkaia,,,,,government,,,,,,,,-2.9355918,43.2640155,-326790,4816150,oficina del servicio de puertos de bizkaia,-1
POINT (-2.9355441 43.2639459),Bilbotika,,pharmacy,,pharmacy,,,,,,,,,-2.9355441,43.2639459,-326785,4816142,bilbotika,114
POINT (-2.9352707 43.263624),Inarkadia,clothes,,,,,,,,,,,,-2.9352707,43.263624,-326754,4816107,inarkadia,-1
POINT (-2.9345101 43.2625339),Sfera,clothes,,,,,,,,,Sfera,,,-2.9345101,43.2625339,-326670,4815985,sfera,-1
POINT (-2.9343259 43.2621557),Sandro,clothes,,,,,,,,,Sandro,,,-2.9343259,43.2621557,-326649,4815943,sandro,-1
POINT (-2.9342705 43.2620783),Interopia,clothes,,,,,,,,,,,,-2.9342705,43.2620783,-326643,4815935,interopia,-1
POINT (-2.9342196 43.2619875),Kalam,clothes,,,,,,,,,,,,-2.9342196,43.2619875,-326637,4815924,kalam,-1
POINT (-2.9341519 43.2618674),MAX&Co.,clothes,,,,,,,,,MAX&Co.,,,-2.9341519,43.2618674,-326630,4815911,max&co.,-1
POINT (-2.9340918 43.2617799),Maje,clothes,,,,,,,,,Maje,,,-2.9340918,43.2617799,-326623,4815901,maje,-1
POINT (-2.9339802 43.2617402),Uterque,clothes,,,,,,,,,,,,-2.9339802,43.2617402,-326611,4815897,uterque,-1
POINT (-2.93386 43.2617166),Correa e Hijos,bakery,,,,,,,,,,,,-2.93386,43.2617166,-326597,4815894,correa e hijos,-1
POINT (-2.9336459 43.2616695),Sahza,clothes,,,,,,,,,,,,-2.9336459,43.2616695,-326573,4815889,sahza,137
POINT (-2.9335581 43.2617761),Styling,clothes,,,,,,,,,,,,-2.9335581,43.2617761,-326564,4815901,styling,137
POINT (-2.9335165 43.2618726),The Extreme Collection,clothes,,,,,,,,,,,,-2.9335165,43.2618726,-326559,4815912,the extreme collection,137
POINT (-2.9334899 43.2619518),ese O ese,clothes,,,,,,Calle Marqués del Puerto / Portuko markesaren kalea,12,48008.0,ese O ese,,,-2.9334899,43.2619518,-326556,4815920,ese o ese,137
POINT (-2.9334564 43.2620386),Kiddy's Class,clothes,,,,,,,,,,,,-2.9334564,43.2620386,-326552,4815930,kiddy's class,137
POINT (-2.9334271 43.2621183),Heladería Alaska,,restaurant,,,,,,,,,,,-2.9334271,43.2621183,-326549,4815939,heladería alaska,137
POINT (-2.9333948 43.2621945),Americal Vintage,clothes,,,,,,,,,,,,-2.9333948,43.2621945,-326546,4815947,americal vintage,137
POINT (-2.933367 43.2622641),El Ganso,clothes,,,,,,,,,El Ganso,,,-2.933367,43.2622641,-326542,4815955,el ganso,137
POINT (-2.9333393 43.2623381),Shimai,clothes,,,,,,,,,,,,-2.9333393,43.2623381,-326539,4815963,shimai,137
POINT (-2.9333116 43.262447),Perodri,jewelry,,,,,,,,,,,,-2.9333116,43.262447,-326536,4815976,perodri,-1
POINT (-2.9336234 43.2625224),Cortefiel,clothes,,,,,,Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia,35,48009.0,Cortefiel,,,-2.9336234,43.2625224,-326571,4815984,cortefiel,-1
POINT (-2.9298139 43.2617014),Stradivarius,clothes,,,,,,Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia,11,,Stradivarius,,,-2.9298139,43.2617014,-326147,4815893,stradivarius,102
POINT (-2.9340346 43.2626275),Tezenis,clothes,,,,,,,,,Tezenis,,,-2.9340346,43.2626275,-326617,4815996,tezenis,-1
POINT (-2.933352 43.261572),Jo Malone,perfumery,,,,,,Calle Marqués del Puerto / Portuko markesaren kalea,13,,Jo Malone,,,-2.933352,43.261572,-326541,4815878,jo malone,137
POINT (-2.9332293 43.2615535),Lola Casademunt,clothes,,,,,,Calle Rodríguez Arias / Rodriguez Arias kalea,2,,,,,-2.9332293,43.2615535,-326527,4815876,lola casademunt,137
POINT (-2.9331166 43.2615187),Duo,clothes,,,,,,Calle Rodríguez Arias / Rodriguez Arias kalea,2,,,,,-2.9331166,43.2615187,-326515,4815872,duo,137
POINT (-2.9328456 43.2614611),Zapatería la Flor,shoes,,,,,,,,,,,,-2.9328456,43.2614611,-326484,4815866,zapatería la flor,137
POINT (-2.9326608 43.2623362),Foot Locker,shoes,,,,,,,,,Foot Locker,,,-2.9326608,43.2623362,-326464,4815963,foot locker,122
POINT (-2.9327809 43.2623687),Courir,shoes,,,,,,,,,Courir,,,-2.9327809,43.2623687,-326477,4815967,courir,122
POINT (-2.9328888 43.2623956),Swatch,watches,,,,,,,,,Swatch,,,-2.9328888,43.2623956,-326489,4815970,swatch,-1
POINT (-2.9329935 43.2624046),Oysho,clothes,,,,,,,,,Oysho,,,-2.9329935,43.2624046,-326501,4815971,oysho,-1
POINT (-2.9331152 43.2621443),ORO Bilbao,jewelry,,,,,,,,,,,,-2.9331152,43.2621443,-326514,4815942,oro bilbao,-1
POINT (-2.9332593 43.2609219),Wow,interior_decoration,,,,,,,,,,,,-2.9332593,43.2609219,-326530,4815806,wow,-1
POINT (-2.9330444 43.2609976),Ortopedia Technica Central,medical_supply,,,,,,,,,,,,-2.9330444,43.2609976,-326507,4815814,ortopedia technica central,-1
POINT (-2.9329528 43.2610212),Caixabank,,bank,,,,,,,,Caixabank,,,-2.9329528,43.2610212,-326496,4815817,caixabank,-1
POINT (-2.9328491 43.2610567),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-2.9328491,43.2610567,-326485,4815821,unicaja banco,137
POINT (-2.932719 43.2612802),,,atm,,,,,,,,,,,-2.932719,43.2612802,-326470,4815846,,137
POINT (-2.9326804 43.2612699),Kutxabank,,bank,,,,,,,,Kutxabank,,,-2.9326804,43.2612699,-326466,4815845,kutxabank,-1
POINT (-2.9330808 43.261332),Clínica Podológica Ayesa,,,,podiatrist,,,Calle Rodríguez Arias / Rodriguez Arias kalea,5,,,,,-2.9330808,43.261332,-326511,4815851,clínica podológica ayesa,137
POINT (-2.933154 43.2613572),Lotería Lacasa,lottery,,,,,,Calle Rodríguez Arias / Rodriguez Arias kalea,5,,,,,-2.933154,43.2613572,-326519,4815854,lotería lacasa,137
POINT (-2.9332516 43.2613824),Chic Bilbao,hairdresser,,,,,,Calle Rodríguez Arias / Rodriguez Arias kalea,5,,,,,-2.9332516,43.2613824,-326530,4815857,chic bilbao,137
POINT (-2.9333512 43.2613927),Mum,clothes,,,,,,Calle Rodríguez Arias / Rodriguez Arias kalea,7,,,,,-2.9333512,43.2613927,-326541,4815858,mum,137
POINT (-2.9339609 43.2613395),,,post_box,,,,,,,,,,,-2.9339609,43.2613395,-326609,4815852,,-1
POINT (-2.9338255 43.2612647),Peluqueria,hairdresser,,,,,,,,,,,,-2.9338255,43.2612647,-326593,4815844,peluqueria,-1
POINT (-2.9341603 43.2607654),Casa Landa,clothes,,,,,,,,,,,,-2.9341603,43.2607654,-326631,4815788,casa landa,158
POINT (-2.9340979 43.2607759),ORO,,,,,yes,,,,,,,,-2.9340979,43.2607759,-326624,4815790,oro,158
POINT (-2.9340328 43.260784),deTodo 24h,yes,,,,,,,,,,,,-2.9340328,43.260784,-326617,4815790,detodo 24h,158
POINT (-2.933951 43.2607946),Ortosport Ortopedia,yes,,,,,,,,,,,,-2.933951,43.2607946,-326607,4815792,ortosport ortopedia,158
POINT (-2.9338994 43.2608074),Bilbobus,,,,,yes,,,,,,,,-2.9338994,43.2608074,-326602,4815793,bilbobus,158
POINT (-2.9339274 43.2608831),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-2.9339274,43.2608831,-326605,4815802,caixabank,158
POINT (-2.9340337 43.261054),Quorum,,,,,estate_agent,,,,,,,,-2.9340337,43.261054,-326617,4815821,quorum,-1
POINT (-2.9340905 43.2609899),Riana,clothes,,,,,,,,,,,,-2.9340905,43.2609899,-326623,4815813,riana,158
POINT (-2.9341259 43.2609023),Unoc,shoes,,,,,,,,,,,,-2.9341259,43.2609023,-326627,4815804,unoc,158
POINT (-2.9341383 43.260861),De Tiempos de Antaño,jewelry,,,,,,Calle General Concha / Concha jeneralaren kalea,1,48008.0,,,,-2.9341383,43.260861,-326628,4815799,de tiempos de antaño,158
POINT (-2.9341525 43.2608288),Javier Barroeta Showroom,clothes,,,,,,,,,,,,-2.9341525,43.2608288,-326630,4815795,javier barroeta showroom,158
POINT (-2.9348373 43.2608447),,vacant,,,,,,,,,,,,-2.9348373,43.2608447,-326706,4815797,,-1
POINT (-2.9346622 43.2608226),Lulú Martinés,clothes,,,,,,Calle Licenciado Poza / Poza lizentziatuaren kalea,8,48008.0,,,,-2.9346622,43.2608226,-326687,4815795,lulú martinés,-1
POINT (-2.9345898 43.2608124),Kimetz,,bar,,,,,,,,,,,-2.9345898,43.2608124,-326679,4815794,kimetz,-1
POINT (-2.9344683 43.2607818),,shoes,,,,,,,,,,,,-2.9344683,43.2607818,-326665,4815790,,161
POINT (-2.9344123 43.2608634),Para Nosotras,clothes,,,,,,,,,,,,-2.9344123,43.2608634,-326659,4815799,para nosotras,161
POINT (-2.934382 43.2609231),Los Jardines De Kyoto,florist,,,,,,,,,,,,-2.934382,43.2609231,-326655,4815806,los jardines de kyoto,161
POINT (-2.9343597 43.2609803),Voga,clothes,,,,,,,,,,,,-2.9343597,43.2609803,-326653,4815812,voga,161
POINT (-2.9343397 43.2610275),Ondarreta,,bar,,,,,,,,,,,-2.9343397,43.2610275,-326651,4815818,ondarreta,161
POINT (-2.9343138 43.261079),Alicia Rueda,clothes,,,,,,,,,,,,-2.9343138,43.261079,-326648,4815823,alicia rueda,161
POINT (-2.934289 43.2611202),Arcadio Hernández,clothes,,,,,,,,,,,,-2.934289,43.2611202,-326645,4815828,arcadio hernández,161
POINT (-2.9342702 43.261163),De Santa Rosalía,,fast_food,,,,,Diputación,8,48008.0,,,,-2.9342702,43.261163,-326643,4815833,de santa rosalía,161
POINT (-2.934249 43.2612076),Ginos,,restaurant,,,,,Concha Generalaren kalea,2,48008.0,Ginos,,italian,-2.934249,43.2612076,-326641,4815838,ginos,161
POINT (-2.9342325 43.2612634),Rouret,yes,,,,,,,,,,,,-2.9342325,43.2612634,-326639,4815844,rouret,161
POINT (-2.9342148 43.2613114),Moet,clothes,,,,,,,,,,,,-2.9342148,43.2613114,-326637,4815849,moet,161
POINT (-2.9342207 43.2613895),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-2.9342207,43.2613895,-326637,4815858,banco sabadell,-1
POINT (-2.9342926 43.2615001),Renta 4 Banco,,,,,financial,,,,,,,,-2.9342926,43.2615001,-326645,4815870,renta 4 banco,-1
POINT (-2.9343314 43.2615971),Bankoa - Credit Agricole,,bank,,,,,,,,,,,-2.9343314,43.2615971,-326650,4815881,bankoa - credit agricole,-1
POINT (-2.9346073 43.2616394),Game,video_games,,,,,,,,,Game,,,-2.9346073,43.2616394,-326680,4815886,game,153
POINT (-2.9346413 43.2615673),La Favela,hairdresser,,,,,,,,,,,,-2.9346413,43.2615673,-326684,4815878,la favela,153
POINT (-2.9346695 43.2614907),Coquette,clothes,,,,,,,,,,,,-2.9346695,43.2614907,-326687,4815869,coquette,153
POINT (-2.9346922 43.2614353),Bluesville,,bar,,,,,,,,,,,-2.9346922,43.2614353,-326690,4815863,bluesville,153
POINT (-2.934725 43.2613517),Kocco,clothes,,,,,,Telesforo Aranzadi kalea,3,48008.0,,,,-2.934725,43.2613517,-326694,4815854,kocco,153
POINT (-2.9347722 43.2612113),Azzurro,,pub,,,,,,,,,,,-2.9347722,43.2612113,-326699,4815838,azzurro,-1
POINT (-2.9348481 43.261047),Grabados Blanco,yes,,,,,,,,,,,,-2.9348481,43.261047,-326707,4815820,grabados blanco,-1
POINT (-2.9348809 43.2609709),Frida,clothes,,,,,,,,,,,,-2.9348809,43.2609709,-326711,4815811,frida,-1
POINT (-2.9356345 43.2610284),,,pharmacy,,pharmacy,,,,,,,,,-2.9356345,43.2610284,-326795,4815818,,155
POINT (-2.9355759 43.2610127),Miss B Modas,clothes,,,,,,,,,,,,-2.9355759,43.2610127,-326788,4815816,miss b modas,155
POINT (-2.9355185 43.2609966),Vi Dreams,clothes,,,,,,,,,,,,-2.9355185,43.2609966,-326782,4815814,vi dreams,155
POINT (-2.9354629 43.2609848),Future Tuning,car_parts,,,,,,,,,,,,-2.9354629,43.2609848,-326776,4815813,future tuning,155
POINT (-2.9354054 43.2609707),Albeniz,,,,,yes,,,,,,,,-2.9354054,43.2609707,-326769,4815811,albeniz,155
POINT (-2.9353477 43.260958),Nikol's Gastro Bar,,pub,,,,,,,,,,,-2.9353477,43.260958,-326763,4815810,nikol's gastro bar,155
POINT (-2.9351774 43.2609423),,vacant,,,,,,,,,,,,-2.9351774,43.2609423,-326744,4815808,,155
POINT (-2.9351331 43.2610166),Orden,,pub,,,,,,,,,,,-2.9351331,43.2610166,-326739,4815816,orden,-1
POINT (-2.9350876 43.2611136),Café Nassau,,cafe,,,,,,,,,,,-2.9350876,43.2611136,-326734,4815827,café nassau,155
POINT (-2.9350018 43.2613367),The Drugstore,,bar,,,,,,,,,,,-2.9350018,43.2613367,-326724,4815852,the drugstore,-1
POINT (-2.9349116 43.2615107),Charo Álvarez,clothes,,,,,,,,,,,,-2.9349116,43.2615107,-326714,4815871,charo álvarez,153
POINT (-2.9348797 43.2615726),Smith,clothes,,,,,,,,,,,,-2.9348797,43.2615726,-326711,4815878,smith,153
POINT (-2.934862 43.2616331),Cuple,clothes,,,,,,,,,,,,-2.934862,43.2616331,-326709,4815885,cuple,153
POINT (-2.9348496 43.2616911),Cóndor,baby_goods,,,,,,,,,,,,-2.9348496,43.2616911,-326707,4815891,cóndor,153
POINT (-2.9349682 43.2617285),Klasiks,clothes,,,,,,,,,,,,-2.9349682,43.2617285,-326721,4815896,klasiks,153
POINT (-2.935039 43.2617414),Cardenal,clothes,,,,,,,,,,,,-2.935039,43.2617414,-326729,4815897,cardenal,153
POINT (-2.935177 43.2617723),Edificio Seguros Bilbao,,,,,insurance,,,,,,,,-2.935177,43.2617723,-326744,4815900,edificio seguros bilbao,-1
POINT (-2.9353274 43.2617581),Ensueños,furniture,,,,,,,,,,,,-2.9353274,43.2617581,-326761,4815899,ensueños,-1
POINT (-2.9353918 43.26155),Hydra Health House,,clinic,,clinic,,,,,,,,,-2.9353918,43.26155,-326768,4815876,hydra health house,-1
POINT (-2.9354582 43.2613749),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-2.9354582,43.2613749,-326775,4815856,unicaja banco,-1
POINT (-2.9354909 43.2612984),Zubiri,clothes,,,,,,,,,,,,-2.9354909,43.2612984,-326779,4815848,zubiri,-1
POINT (-2.9355399 43.2611964),,vacant,,,,,,,,,,,,-2.9355399,43.2611964,-326784,4815836,,155
POINT (-2.9355726 43.261125),,vacant,,,,,,,,,,,,-2.9355726,43.261125,-326788,4815828,,155
POINT (-2.9235504 43.2544079),Zubiburu,,restaurant,,,,,,,,,,,-2.9235504,43.2544079,-325450,4815081,zubiburu,62
POINT (-2.93537 43.2616418),Hostal Central,,,hostel,,,,Alameda Recalde / Recalde zumarkalea,35A,48011.0,,,,-2.93537,43.2616418,-326765,4815886,hostal central,-1
POINT (-2.9241132 43.2545628),Fersán Instalaciones Sanitarias S. L.,bathroom_furnishing,,,,,,,,,,,,-2.9241132,43.2545628,-325512,4815098,fersán instalaciones sanitarias s. l.,62
POINT (-2.9242749 43.2544727),Mandragora,,pub,,,,,,,,,,,-2.9242749,43.2544727,-325530,4815088,mandragora,62
POINT (-2.9236318 43.2542229),Cafe Iraila,,cafe,,,,,,,,,,,-2.9236318,43.2542229,-325459,4815060,cafe iraila,62
POINT (-2.9237168 43.254225),Txondorra,,pub,,,,,,,,,,,-2.9237168,43.254225,-325468,4815060,txondorra,62
POINT (-2.9240628 43.254302),Larrabetzu,,pub,,,,,,,,,,,-2.9240628,43.254302,-325507,4815069,larrabetzu,62
POINT (-2.9241325 43.2543582),Ziburu,,pub,,,,,,,,,,,-2.9241325,43.2543582,-325514,4815075,ziburu,62
POINT (-2.9241782 43.2543997),Le Cabaret,hairdresser,,,,,,,,,,,,-2.9241782,43.2543997,-325520,4815080,le cabaret,62
