geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Cordoba_hdbscan_5_5
POINT (-4.7835964 37.8837549),Ginte Santa Clara,laundry,,,,,,Calle Pérez de Castro,,,,,,-4.7835964,37.8837549,-532510,4217220,ginte santa clara,-1
POINT (-4.7696476 37.9037369),Fain Ascensores,,,,,company,,Avenida de Chinales,,14007.0,,,,-4.7696476,37.9037369,-530957,4219444,fain ascensores,18
POINT (-4.7960393 37.8757699),ISG Inmo Group,,,,,estate_agent,,Avenida del Aeropuerto,37,14404.0,,,,-4.7960393,37.8757699,-533895,4216331,isg inmo group,-1
POINT (-4.7898316 37.8880438),Avis,,car_rental,,,,,Calle Arqueólogo Antonio García y Bellido,,14011.0,Avis,,,-4.7898316,37.8880438,-533204,4217697,avis,41
POINT (-4.7845375 37.8843028),China Town,,restaurant,,,,,Paseo de la Victoria,23,14004.0,,,chinese,-4.7845375,37.8843028,-532615,4217281,china town,-1
POINT (-4.7897324 37.9027705),Roldán,,cafe,,,,,,,,,,,-4.7897324,37.9027705,-533193,4219336,roldán,17
POINT (-4.7845867 37.8786521),,,,guest_house,,,,Calle Doctor Barraquer,2,,,Ana,,-4.7845867,37.8786521,-532620,4216652,,70
POINT (-4.7750736 37.8752574),Asador El nido,,restaurant,,,,,,,,,,,-4.7750736,37.8752574,-531561,4216274,asador el nido,28
POINT (-4.78272 37.8645506),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.78272,37.8645506,-532412,4215082,mercadona,-1
POINT (-4.777275 37.8787122),Amaltea,,restaurant,,,,,Ronda de Isasa,10,,,,mediterranean;spanish;arab;asian,-4.777275,37.8787122,-531806,4216658,amaltea,-1
POINT (-4.7816637 37.8782884),La Fragua,,restaurant,,,,,,,,,,,-4.7816637,37.8782884,-532295,4216611,la fragua,86
POINT (-4.7827051 37.8805072),Restaurante El Choto,,restaurant,,,,,,,,,,,-4.7827051,37.8805072,-532411,4216858,restaurante el choto,-1
POINT (-4.7757115 37.8809752),Hotel Maestre,,,hotel,,,,,,,,,,-4.7757115,37.8809752,-531632,4216910,hotel maestre,-1
POINT (-4.7834175 37.8845212),Crash Cómics,books,,,,,,Duque de Fernán Nuñez,2,,,,,-4.7834175,37.8845212,-532490,4217305,crash cómics,81
POINT (-4.7718363 37.8866293),La Cosecha,bakery,,,,,,,,,,,,-4.7718363,37.8866293,-531201,4217540,la cosecha,69
POINT (-4.7774464 37.8786045),La Regadera,,restaurant,,,,,Ronda de Isasa,10,,,,,-4.7774464,37.8786045,-531825,4216646,la regadera,84
POINT (-4.776474 37.8823394),La Boca,,restaurant,,,,,Calle San Fernando,39,14003.0,,,,-4.776474,37.8823394,-531717,4217062,la boca,-1
POINT (-4.7751972 37.8803656),El Potrillo Español,,restaurant,,,,,,,,,,,-4.7751972,37.8803656,-531575,4216842,el potrillo español,83
POINT (-4.7796667 37.8849397),La Sureña,,pub,,,,,Calle de Victoriano Rivera,8,14002.0,,,,-4.7796667,37.8849397,-532072,4217351,la sureña,95
POINT (-4.7841485 37.8779537),,seafood,,,,,,,,,,,,-4.7841485,37.8779537,-532571,4216574,,70
POINT (-4.7845676 37.8774294),alcoop,supermarket,,,,,,,,,,,,-4.7845676,37.8774294,-532618,4216515,alcoop,-1
POINT (-4.7844314 37.8778754),,greengrocer,,,,,,,,,,,,-4.7844314,37.8778754,-532603,4216565,,70
POINT (-4.7828161 37.8783687),Taberna La Luna,,restaurant,,,,,Calleja de la Luna,1,14004.0,,,,-4.7828161,37.8783687,-532423,4216620,taberna la luna,-1
POINT (-4.7696127 37.9026199),Motor Soul,,bar,,,,,Avenida Profesor Arnold Joseph Toynbee,57,,,,,-4.7696127,37.9026199,-530953,4219320,motor soul,18
POINT (-4.7693155 37.902586),Box 77,motorcycle,,,,,,Avenida Profesor Arnold Joseph Toynbee,57,,,,,-4.7693155,37.902586,-530920,4219316,box 77,18
POINT (-4.7800307 37.8887633),,,atm,,,,,,,,BBVA,BBVA,,-4.7800307,37.8887633,-532113,4217777,,73
POINT (-4.7799931 37.8885082),Asociación Cultural de Técnicas Orientales Wutan,,,,,association,,,,,,,,-4.7799931,37.8885082,-532109,4217749,asociación cultural de técnicas orientales wutan,73
POINT (-4.7774405 37.8792362),La Tranquera,,fast_food,,,,,,,,,,argentinian,-4.7774405,37.8792362,-531825,4216717,la tranquera,84
POINT (-4.7665657 37.877129),,,cafe,,,,,,,,,,,-4.7665657,37.877129,-530614,4216482,,29
POINT (-4.7824348 37.8888808),Colegio Oficial de Arquitectos de Córdoba,,,,,association,,Avenida del Gran Capitán,32,14001.0,,,,-4.7824348,37.8888808,-532381,4217790,colegio oficial de arquitectos de córdoba,74
POINT (-4.7832108 37.8768565),Horno San Basilio,bakery,,,,,,Calle San Basilio,11,,,,,-4.7832108,37.8768565,-532467,4216452,horno san basilio,-1
POINT (-4.7886834 37.8787908),café español,,cafe,,,,,,,,,,,-4.7886834,37.8787908,-533076,4216667,café español,64
POINT (-4.7759959 37.8849251),Taberna La Cuarta,,restaurant,,,,,Calle Capitulares,8,14002.0,,,,-4.7759959,37.8849251,-531664,4217350,taberna la cuarta,77
POINT (-4.7755551 37.8799524),Bodegas Mezquita,,restaurant,,,,,Plaza Cruz del Rastro,2,14002.0,,,,-4.7755551,37.8799524,-531615,4216796,bodegas mezquita,83
POINT (-4.7762494 37.9083408),ReComiendo,,restaurant,,,,,Calle Alcalá Zamora,5,,,,,-4.7762494,37.9083408,-531692,4219956,recomiendo,15
POINT (-4.7773911 37.8786452),Bodegas Mezquita,,restaurant,,,,,Ronda de Isasa,10,,,,tapas,-4.7773911,37.8786452,-531819,4216651,bodegas mezquita,84
POINT (-4.7806372 37.8801852),Tetería Petra,,cafe,,,,,Calleja de la Hoguera,3,14003.0,,,,-4.7806372,37.8801852,-532181,4216822,tetería petra,86
POINT (-4.7802973 37.8797078),Artesanía Los Patios,gift,,,,,,,,,,,,-4.7802973,37.8797078,-532143,4216769,artesanía los patios,86
POINT (-4.7840861 37.8761407),Taberna Casa El Viejo,,restaurant,,,,,Calle San Basilio,25,14004.0,,,,-4.7840861,37.8761407,-532564,4216372,taberna casa el viejo,-1
POINT (-4.7757151 37.8753902),Café-Bar Los Romerillos,,cafe,,,,,Acera del Arrecife,6,,,,,-4.7757151,37.8753902,-531633,4216288,café-bar los romerillos,28
POINT (-4.7802289 37.8807127),Casa Ramón García Romero,,,museum,,,,Plaza de la Agrupación de Cofradías,2,14003.0,,,,-4.7802289,37.8807127,-532135,4216881,casa ramón garcía romero,86
POINT (-4.7835161 37.8800445),La Casa de la Alquimia Al-Iksir,,,museum,,,,Calle Judíos,14,,,,,-4.7835161,37.8800445,-532501,4216807,la casa de la alquimia al-iksir,72
POINT (-4.7814071 37.8799203),Restaurante El Rincón de Carmen,,restaurant,,,,,Calle Romero,4,14003.0,,,,-4.7814071,37.8799203,-532266,4216793,restaurante el rincón de carmen,86
POINT (-4.7763304 37.9085846),El Colmado,convenience,,,,,,Calle Mirto,11,14012.0,,,,-4.7763304,37.9085846,-531701,4219984,el colmado,15
POINT (-4.7759871 37.8727457),CAPI San Martín de Porres,,,,,it,,Calle Santo Domingo de Guzmán,,,,,,-4.7759871,37.8727457,-531663,4215994,capi san martín de porres,-1
POINT (-4.7825008 37.8792259),Delicias del Califato,deli,,,,,,Calle Tomás Conde,1,14004.0,,,,-4.7825008,37.8792259,-532388,4216715,delicias del califato,86
POINT (-4.7625401 37.8804791),Rafa Peña Bocatería,bakery,,,,,,,,,,,,-4.7625401,37.8804791,-530166,4216855,rafa peña bocatería,-1
POINT (-4.6696391 37.93372),Correos Alcolea,,post_office,,,,,Carretera de Madrid,132,14610.0,,,,-4.6696391,37.93372,-519824,4222782,correos alcolea,5
POINT (-4.6740252 37.9327009),Consultorio Médico de Alcolea,,doctors,,doctor,,,,,,,,,-4.6740252,37.9327009,-520312,4222668,consultorio médico de alcolea,5
POINT (-4.6724805 37.9321621),Biblioteca de Alcolea,,library,,,,,Plaza La Cerería,,14610.0,,,,-4.6724805,37.9321621,-520141,4222608,biblioteca de alcolea,5
POINT (-4.7812157 37.8833062),La Tranquera Solo Empanadas,,fast_food,,,,,,,,,Duribaik,,-4.7812157,37.8833062,-532245,4217170,la tranquera solo empanadas,93
POINT (-4.7750755 37.8875655),Patio de Flores N19,,,attraction,,,,Calle Juan Rufo,19,,,,,-4.7750755,37.8875655,-531561,4217644,patio de flores n19,-1
POINT (-4.7714137 37.8859276),Patio de Flores,,,attraction,,,,Calle Diego Méndez,41,,,,,-4.7714137,37.8859276,-531154,4217461,patio de flores,-1
POINT (-4.7689403 37.8905216),Patio de Flores N4,,,attraction,,,,Calle Guzmanas,4,,,,,-4.7689403,37.8905216,-530878,4217973,patio de flores n4,-1
POINT (-4.7760108 37.8799036),Atrium,,cafe,,,,,,,,,,sandwich;donut;breakfast;cake;tea;coffee_shop,-4.7760108,37.8799036,-531666,4216791,atrium,83
POINT (-4.7744498 37.8860147),Deseo Real,jewelry,,,,,,Calle San Pablo,17,,,,,-4.7744498,37.8860147,-531492,4217471,deseo real,-1
POINT (-4.7743799 37.8859505),Frutos secos Yu,convenience,,,,,,,,,,,,-4.7743799,37.8859505,-531484,4217464,frutos secos yu,-1
POINT (-4.7747018 37.8859938),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,Correos,,-4.7747018,37.8859938,-531520,4217469,oficina de correos,-1
POINT (-4.7823992 37.8792416),Casa Mazal,,restaurant,,,,,,,,,,,-4.7823992,37.8792416,-532377,4216717,casa mazal,86
POINT (-4.7164272 37.9062208),Tyre Center,tyres,,,,,,Calle José Gálvez Aranda,31,14014.0,,,,-4.7164272,37.9062208,-525033,4219720,tyre center,9
POINT (-4.7680365 37.9016332),Tyre Center SL,car_repair,,,,,,Avenida Profesor Arnold Joseph Toynbee,51,14014.0,,,,-4.7680365,37.9016332,-530778,4219210,tyre center sl,18
POINT (-4.7890532 37.8780479),Carrefour Express,convenience,,,,,,,,,Carrefour Express,,,-4.7890532,37.8780479,-533117,4216584,carrefour express,64
POINT (-4.7890757 37.8767018),,,post_office,,,,,,,,,,,-4.7890757,37.8767018,-533120,4216434,,64
POINT (-4.7885542 37.876477),Piedra,bathroom_furnishing,,,,,,,,,,,,-4.7885542,37.876477,-533062,4216409,piedra,64
POINT (-4.7756279 37.885815),Piedra,supermarket,,,,,,,,,,,,-4.7756279,37.885815,-531623,4217449,piedra,77
POINT (-4.7753412 37.8857209),,vacant,,,,,,,,,Dia,,,-4.7753412,37.8857209,-531591,4217438,,-1
POINT (-4.7721968 37.8865265),Piedra,supermarket,,,,,,,,,,,,-4.7721968,37.8865265,-531241,4217528,piedra,69
POINT (-4.7652948 37.8901801),Piedra,supermarket,,,,,,,,,,,,-4.7652948,37.8901801,-530473,4217935,piedra,52
POINT (-4.7781278 37.8889751),Dia,supermarket,,,,,,,,,Dia,,,-4.7781278,37.8889751,-531901,4217801,dia,-1
POINT (-4.7819062 37.8780589),Restaurante Almudaina,,restaurant,,,,,Campo Santo de los Mártires,1,14004.0,,,regional,-4.7819062,37.8780589,-532322,4216586,restaurante almudaina,-1
POINT (-4.6352965 37.7330359),,,post_box,,,,,,,,,,,-4.6352965,37.7330359,-516001,4200442,,0
POINT (-4.631143 37.7340845),Consultorio Santa Cruz,,doctors,,,,,,,,,,,-4.631143,37.7340845,-515539,4200558,consultorio santa cruz,0
POINT (-4.63114 37.7345351),Ultramarinos Los Serranos,butcher,,,,,,,,,,,,-4.63114,37.7345351,-515539,4200608,ultramarinos los serranos,0
POINT (-4.6339807 37.7334431),,,pharmacy,,,,,,,,,,,-4.6339807,37.7334431,-515855,4200487,,0
POINT (-4.6352598 37.7331715),Colegio Elena Luque,,school,,,,,,,,,,,-4.6352598,37.7331715,-515997,4200457,colegio elena luque,0
POINT (-4.6313112 37.7340762),Centro civico municipal Santa Cruz,,community_centre,,,,,,,,,,,-4.6313112,37.7340762,-515558,4200557,centro civico municipal santa cruz,0
POINT (-4.6336203 37.7338205),,butcher,,,,,,,,,,,,-4.6336203,37.7338205,-515815,4200529,,0
POINT (-4.6312204 37.7340845),,,post_box,,,,,,,,,,,-4.6312204,37.7340845,-515547,4200558,,0
POINT (-4.6308497 37.733582),,,,viewpoint,,,,,,,,,,-4.6308497,37.733582,-515506,4200502,,0
POINT (-4.6339707 37.733377),Ategua,,restaurant,,,,,,,,,,,-4.6339707,37.733377,-515854,4200480,ategua,0
POINT (-4.6339899 37.7348681),Inter Taller,car_repair,,,,,,,,,,,,-4.6339899,37.7348681,-515856,4200646,inter taller,0
POINT (-4.6371118 37.7332303),Villegas,bakery,,,,,,,,,,,,-4.6371118,37.7332303,-516203,4200463,villegas,0
POINT (-4.6371869 37.7332837),Villegas,,restaurant,,,,,,,,,,,-4.6371869,37.7332837,-516212,4200469,villegas,0
POINT (-4.6372096 37.7329846),Taller mecanico Rojas,car_repair,,,,,,,,,,,,-4.6372096,37.7329846,-516214,4200436,taller mecanico rojas,0
POINT (-4.6355782 37.733429),Bar los Caracoles,,bar,,,,,,,,,,,-4.6355782,37.733429,-516033,4200485,bar los caracoles,0
POINT (-4.6362058 37.7325919),,,atm,,,,,,,,,,,-4.6362058,37.7325919,-516102,4200392,,0
POINT (-4.7719296 37.8702804),,,pharmacy,,pharmacy,,,,,,,,,-4.7719296,37.8702804,-531211,4215720,,-1
POINT (-4.7738706 37.8720318),,,pharmacy,,pharmacy,,,,,,,,,-4.7738706,37.8720318,-531427,4215915,,-1
POINT (-4.77388 37.8745774),,,pharmacy,,pharmacy,,,,,,,,,-4.77388,37.8745774,-531428,4216198,,-1
POINT (-4.7765585 37.8724858),Restaurante Cope,,restaurant,,,,,,,,,,,-4.7765585,37.8724858,-531726,4215965,restaurante cope,-1
POINT (-4.7847662 37.8806498),Quiosko,kiosk,,,,,,,,,,,,-4.7847662,37.8806498,-532640,4216874,quiosko,-1
POINT (-4.7770155 37.8788527),La Flamenka,,restaurant,,,,,,,,,,,-4.7770155,37.8788527,-531777,4216674,la flamenka,-1
POINT (-4.7764735 37.8798406),Concuero,variety_store,,,,,,,,,,,,-4.7764735,37.8798406,-531717,4216784,concuero,84
POINT (-4.7768312 37.8796157),Mojaelchurro,,cafe,,,,,,,,,,,-4.7768312,37.8796157,-531757,4216759,mojaelchurro,84
POINT (-4.7969686 37.8748547),Casa Pepe Sanchís,,restaurant,,,,,Avenida Virgen de los Dolores,2,14004.0,,,paella,-4.7969686,37.8748547,-533999,4216229,casa pepe sanchís,-1
POINT (-4.7823222 37.8906492),La Camelia,,restaurant,,,,,,,,,,,-4.7823222,37.8906492,-532368,4217987,la camelia,-1
POINT (-4.799869 37.8726425),Cerveceria El Aura,,restaurant,,,,,,,,,,,-4.799869,37.8726425,-534321,4215983,cerveceria el aura,-1
POINT (-4.7821708 37.8871184),Versalles,,bar,,,,,,,,,,,-4.7821708,37.8871184,-532351,4217594,versalles,74
POINT (-4.6761556 37.9309501),Dia Market,supermarket,,,,,,,,,Dia Market,,,-4.6761556,37.9309501,-520550,4222473,dia market,5
POINT (-4.7933769 37.8823655),Ricón taurino,,restaurant,,,,,,,,,,regional,-4.7933769,37.8823655,-533599,4217065,ricón taurino,57
POINT (-4.7897265 37.8843882),Canadian,,restaurant,,,,,,,,,,regional,-4.7897265,37.8843882,-533192,4217290,canadian,-1
POINT (-4.7683922 37.8890368),Trueque Cuatro,,,attraction,,,,,,,,,,-4.7683922,37.8890368,-530817,4217808,trueque cuatro,45
POINT (-4.7913036 37.8855916),Cash Converters,second_hand,,,,,,,,,,,,-4.7913036,37.8855916,-533368,4217424,cash converters,65
POINT (-4.8023247 37.8864063),Cerveceria La Mar de Gambas,,restaurant,,,,,,,,,,,-4.8023247,37.8864063,-534595,4217515,cerveceria la mar de gambas,36
POINT (-4.8034329 37.8871594),Kavango,,restaurant,,,,,,,,,,,-4.8034329,37.8871594,-534718,4217599,kavango,36
POINT (-4.8030313 37.8861912),Mingot,,bar,,,,,,,,,,,-4.8030313,37.8861912,-534673,4217491,mingot,36
POINT (-4.8031576 37.8861648),La Gitana Loca,,restaurant,,,,,,,,,,regional,-4.8031576,37.8861648,-534688,4217488,la gitana loca,36
POINT (-4.8021648 37.8872454),Supermercados Deza T4,supermarket,,,,,,Calle Isla de Fuerteventura,48,14011.0,,"Deza Calidad, S.A.",,-4.8021648,37.8872454,-534577,4217608,supermercados deza t4,36
POINT (-4.7567709 37.8867898),Fotomatón,photo,,,,,,,,,,,,-4.7567709,37.8867898,-529524,4217557,fotomatón,-1
POINT (-4.7530126 37.8873395),,,pharmacy,,pharmacy,,,,,,,,,-4.7530126,37.8873395,-529105,4217619,,-1
POINT (-4.7529354 37.8873492),Alimentación Casa Pili,convenience,,,,,,,,,,,,-4.7529354,37.8873492,-529097,4217620,alimentación casa pili,-1
POINT (-4.7526145 37.8874006),Motiño Café,,restaurant,,,,,,,,,,,-4.7526145,37.8874006,-529061,4217625,motiño café,-1
POINT (-4.7538357 37.8872992),Alimentación Jesús,convenience,,,,,,,,,,,,-4.7538357,37.8872992,-529197,4217614,alimentación jesús,-1
POINT (-4.7621799 37.8840923),Teatro Comunale,,theatre,,,,,,,,,,,-4.7621799,37.8840923,-530126,4217257,teatro comunale,47
POINT (-4.7664383 37.877274),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-4.7664383,37.877274,-530600,4216498,mcdonald's,29
POINT (-4.766418 37.8773542),Pomodoro,,restaurant,,,,,,,,Pomodoro,,italian;pasta;pizza,-4.766418,37.8773542,-530598,4216507,pomodoro,29
POINT (-4.7665764 37.8774183),100 Montaditos,,restaurant,,,,,,,,100 Montaditos,,sandwich,-4.7665764,37.8774183,-530615,4216514,100 montaditos,29
POINT (-4.7666515 37.877537),Pans & Company,,fast_food,,,,,,,,Pans & Company,,sandwich,-4.7666515,37.877537,-530624,4216527,pans & company,29
POINT (-4.7665703 37.8778784),Toys R Us,toys,,,,,,,,,Toys R Us,,,-4.7665703,37.8778784,-530615,4216565,toys r us,29
POINT (-4.7668401 37.8792895),Primark,clothes,,,,,,Avenida del Arcángel,,14010.0,Primark,,,-4.7668401,37.8792895,-530645,4216723,primark,29
POINT (-4.7661986 37.8784796),Game,video_games,,,,,,,,,Game,,,-4.7661986,37.8784796,-530573,4216632,game,29
POINT (-4.7663631 37.8783578),5àsec,dry_cleaning,,,,,,,,,5àsec,,,-4.7663631,37.8783578,-530592,4216619,5àsec,29
POINT (-4.7668628 37.8784508),"Joyería Rocío, 1ª planta",jewelry,,,,,,,,,,,,-4.7668628,37.8784508,-530647,4216629,"joyería rocío, 1ª planta",29
POINT (-4.7665744 37.8785694),"Joyería Rocío, Planta Baja",jewelry,,,,,,,,,,,,-4.7665744,37.8785694,-530615,4216642,"joyería rocío, planta baja",29
POINT (-4.7668831 37.8779971),Phone House,mobile_phone,,,,,,,,,Phone House,,,-4.7668831,37.8779971,-530649,4216579,phone house,29
POINT (-4.7667308 37.8781574),C&A,clothes,,,,,,,,,C&A,,,-4.7667308,37.8781574,-530632,4216596,c&a,29
POINT (-4.7665432 37.8778017),Lefties,clothes,,,,,,,,14010.0,Lefties,,,-4.7665432,37.8778017,-530612,4216557,lefties,29
POINT (-4.7669298 37.8781606),Springfield,clothes,,,,,,,,14010.0,Springfield,,,-4.7669298,37.8781606,-530655,4216597,springfield,29
POINT (-4.7667203 37.8781454),Deportes Gálvez,clothes,,,,,,,,,,,,-4.7667203,37.8781454,-530631,4216595,deportes gálvez,29
POINT (-4.7761239 37.8813119),Zumeria El Arbolito,,cafe,,,,,,,,,,sandwich,-4.7761239,37.8813119,-531678,4216948,zumeria el arbolito,76
POINT (-4.777315 37.884157),La Libélula,,cafe,,,,,Calle Conde de Cárdenas,3,14002.0,,,,-4.777315,37.884157,-531811,4217264,la libélula,-1
POINT (-4.7825121 37.8885792),La Perla,,bar,,,,,Avenida del Gran Capitán,30,14001.0,,,spanish,-4.7825121,37.8885792,-532389,4217757,la perla,74
POINT (-4.7759929 37.8813806),Los Tres Califas,,restaurant,,,,,,,,,,,-4.7759929,37.8813806,-531664,4216955,los tres califas,76
POINT (-4.7727272 37.8861728),Roldan,bakery,,,,,,,,,,,,-4.7727272,37.8861728,-531300,4217489,roldan,-1
POINT (-4.7778784 37.8844771),Comics stop,books,,,,,,,,,,,,-4.7778784,37.8844771,-531873,4217300,comics stop,92
POINT (-4.7789236 37.8839478),Piedra,supermarket,,,,,,,,,,,,-4.7789236,37.8839478,-531990,4217241,piedra,90
POINT (-4.7818634 37.8822236),Cafe Bar Lucas,,restaurant,,,,,,,,,,,-4.7818634,37.8822236,-532317,4217049,cafe bar lucas,-1
POINT (-4.779818 37.8857332),Taberna La Montillana,,restaurant,,,,,Calle San Álvaro,5,14003.0,,,,-4.779818,37.8857332,-532089,4217440,taberna la montillana,-1
POINT (-4.7775387 37.8846873),Brasas Bar Karibu,,restaurant,,,,,Calle Claudio Marcelo,6,14002.0,,,spanish,-4.7775387,37.8846873,-531836,4217323,brasas bar karibu,-1
POINT (-4.7787781 37.8863576),Taberna Góngora,,restaurant,,,,,Calle del Conde Torres Cabrera,4,14001.0,,,spanish,-4.7787781,37.8863576,-531974,4217509,taberna góngora,-1
POINT (-4.7800731 37.8854064),Mercería La Central,sewing,,,,,,,,,,,,-4.7800731,37.8854064,-532118,4217403,mercería la central,-1
POINT (-4.7787327 37.8784134),Euronet,,atm,,,,,,,,Euronet,Euronet,,-4.7787327,37.8784134,-531969,4216625,euronet,85
POINT (-4.6979967 37.8906922),Guadalquivir,,,viewpoint,,,,,,,,,,-4.6979967,37.8906922,-522981,4217992,guadalquivir,-1
POINT (-4.7832187 37.8861601),Casa del Libro,books,,,,,,Calle de Córdoba de Veracruz,2,14008.0,Casa del Libro,,,-4.7832187,37.8861601,-532468,4217487,casa del libro,-1
POINT (-4.7584891 37.8897912),Noor,,restaurant,,,,,,,,,,,-4.7584891,37.8897912,-529715,4217892,noor,-1
POINT (-4.7797969 37.8802733),Espectáculo Flamenco,,theatre,,,,,,,,,,,-4.7797969,37.8802733,-532087,4216832,espectáculo flamenco,86
POINT (-4.7898582 37.8830181),La Fabbrica,,restaurant,,,,,Calle Albéniz,16,14005.0,,,,-4.7898582,37.8830181,-533207,4217138,la fabbrica,-1
POINT (-4.7790168 37.8852213),Churros Don Pepe,,bar,,,,,,,,,,friture;breakfast;coffee_shop,-4.7790168,37.8852213,-532000,4217383,churros don pepe,95
POINT (-4.7792335 37.8781889),Tabersus,,pub,,,,,Calle del Corregidor Luis de la Cerda,85,14003.0,,,,-4.7792335,37.8781889,-532024,4216600,tabersus,85
POINT (-4.7602172 37.9026251),Rock & Cross,motorcycle,,,,,,Calle Metalúrgicos,63,14007.0,KTM,,,-4.7602172,37.9026251,-529907,4219320,rock & cross,-1
POINT (-4.7790277 37.8852486),Don Pepe,,bar,,,,,,,,,,spanish;breakfast,-4.7790277,37.8852486,-532001,4217386,don pepe,95
POINT (-4.779966 37.879707),Venta de Entradas a la Mezquita-Catedral,ticket,,,,,,,,,,,,-4.779966,37.879707,-532106,4216769,venta de entradas a la mezquita-catedral,86
POINT (-4.7742336 37.8860526),Lagar de Orive,,restaurant,,,,,Calle San Pablo,21,14002.0,,,mexican;spanish;regional,-4.7742336,37.8860526,-531468,4217475,lagar de orive,-1
POINT (-4.7800225 37.8807636),Taberna El Abanico,,restaurant,,,,,Calle Velázquez Bosco,1,14003.0,,,spanish,-4.7800225,37.8807636,-532112,4216887,taberna el abanico,86
POINT (-4.7755364 37.8801697),Carrefour Express,convenience,,,,,,,,,Carrefour Express,,,-4.7755364,37.8801697,-531613,4216820,carrefour express,83
POINT (-4.7763344 37.8841379),El Astronauta,,restaurant,,,,,Calle Diario Córdoba,18,14002.0,,,,-4.7763344,37.8841379,-531702,4217262,el astronauta,88
POINT (-4.7724099 37.8828125),Al Grano,,restaurant,,,,,Plaza de San Pedro,2,,,,,-4.7724099,37.8828125,-531265,4217115,al grano,68
POINT (-4.7802224 37.8808672),La Esquinita de la Judería,,restaurant,,,,,,,,,,barbecue;spanish,-4.7802224,37.8808672,-532134,4216898,la esquinita de la judería,86
POINT (-4.7797281 37.8803042),Taberna El Abanico,,restaurant,,,,,,,,,,,-4.7797281,37.8803042,-532079,4216835,taberna el abanico,86
POINT (-4.7797882 37.8803916),Casa Cayetano,,restaurant,,,,,,,,,,,-4.7797882,37.8803916,-532086,4216845,casa cayetano,86
POINT (-4.7799872 37.8805747),Taberna El Patio Andaluz,,restaurant,,,,,,,,,,,-4.7799872,37.8805747,-532108,4216866,taberna el patio andaluz,86
POINT (-4.781999 37.8855829),Oficina de Atención a la Ciudadanía y Servicio de Informática,,,,,government,,,,,,Ayuntamiento de Córdoba,,-4.781999,37.8855829,-532332,4217423,oficina de atención a la ciudadanía y servicio de informática,-1
POINT (-4.7802874 37.8860942),Dentix,,dentist,,dentist,,,,,,Dentix,,,-4.7802874,37.8860942,-532142,4217480,dentix,87
POINT (-4.7802844 37.8861343),Efeta,hearing_aids,,,,,,,,,,,,-4.7802844,37.8861343,-532141,4217484,efeta,87
POINT (-4.7803137 37.8862233),Capitán,,,,,estate_agent,,,,,,,,-4.7803137,37.8862233,-532145,4217494,capitán,87
POINT (-4.7803137 37.8861734),Lda. Rosario Cabrera Salinas,,pharmacy,,pharmacy,,,,,,,,,-4.7803137,37.8861734,-532145,4217489,lda. rosario cabrera salinas,87
POINT (-4.7804786 37.8860994),Puro Ego,clothes,,,,,,,,,,,,-4.7804786,37.8860994,-532163,4217481,puro ego,87
POINT (-4.780524 37.8862558),,,pub,,,,,,,,,,,-4.780524,37.8862558,-532168,4217498,,87
POINT (-4.7754112 37.8842812),Carrefour Express,convenience,,,,,,,,,Carrefour Express,,,-4.7754112,37.8842812,-531599,4217278,carrefour express,-1
POINT (-4.777277 37.8845397),Manuel Muñoz Morán. Encajes y Confecciones,fabric,,,,,,,,,,,,-4.777277,37.8845397,-531806,4217307,manuel muñoz morán. encajes y confecciones,91
POINT (-4.783537 37.881676),Archivo Histórico Municipal,,library,,,,,,,,,Ayuntamiento de Córdoba,,-4.783537,37.881676,-532503,4216988,archivo histórico municipal,-1
POINT (-4.7710567 37.8842147),,,pharmacy,,pharmacy,,,,,,,,,-4.7710567,37.8842147,-531114,4217271,,-1
POINT (-4.783203 37.8874332),Colegio Oficial de Médicos de Córdoba,,,,,association,,,,,,,,-4.783203,37.8874332,-532466,4217629,colegio oficial de médicos de córdoba,-1
POINT (-4.7838391 37.8807988),Cerámica,gift,,,,,,,,,,,,-4.7838391,37.8807988,-532537,4216891,cerámica,72
POINT (-4.7838995 37.8807665),,hairdresser,,,,,,,,,,,,-4.7838995,37.8807665,-532544,4216887,,72
POINT (-4.7953686 37.8781731),,,pharmacy,,pharmacy,,,Avenida Guerrita,13,14005.0,,,,-4.7953686,37.8781731,-533820,4216598,,56
POINT (-4.7987697 37.8801229),Ldo. Federico Die Martínez,,pharmacy,,pharmacy,,,Calle José María Martorell,4,14005.0,,,,-4.7987697,37.8801229,-534199,4216815,ldo. federico die martínez,61
POINT (-4.7812678 37.9422035),,,,viewpoint,,,,,,,,,,-4.7812678,37.9422035,-532251,4223726,,-1
POINT (-4.7738181 37.8857206),Concejalía de Cultura del Ayuntamiento de Córdoba,,,,,government,,,,,,Ayuntamiento de Córdoba,,-4.7738181,37.8857206,-531421,4217438,concejalía de cultura del ayuntamiento de córdoba,-1
POINT (-4.77496 37.8833321),Taberna Corredera,,restaurant,,,,,,,,,,,-4.77496,37.8833321,-531549,4217173,taberna corredera,-1
