geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Malaga_hdbscan_5_5
POINT (-4.4773668 36.6566399),Jack & Jones,clothes,,,,,,,,,Jack & Jones,,,-4.4773668,36.6566399,-498420,4080617,jack & jones,20
POINT (-4.4765168 36.6577684),Trucco,clothes,,,,,,,,,,,,-4.4765168,36.6577684,-498326,4080743,trucco,20
POINT (-4.4765604 36.6577084),Hilfiger Denim,clothes,,,,,,,,,,,,-4.4765604,36.6577084,-498331,4080736,hilfiger denim,20
POINT (-4.4771997 36.656544),Pepe Jeans,clothes,,,,,,,,,Pepe Jeans,,,-4.4771997,36.656544,-498402,4080606,pepe jeans,20
POINT (-4.4769375 36.6573751),Women'secret,clothes,,,,,,,,,Women'secret,,,-4.4769375,36.6573751,-498373,4080699,women'secret,20
POINT (-4.477046 36.6568626),Desigual,clothes,,,,,,,,,Desigual,,,-4.477046,36.6568626,-498385,4080642,desigual,20
POINT (-4.4772994 36.656827),Promod,clothes,,,,,,,,,Promod,,,-4.4772994,36.656827,-498413,4080638,promod,20
POINT (-4.4772988 36.6563493),Piel de Toro,clothes,,,,,,,,,,,,-4.4772988,36.6563493,-498413,4080585,piel de toro,20
POINT (-4.477489 36.6563957),Intimissimi,clothes,,,,,,,,,Intimissimi,,,-4.477489,36.6563957,-498434,4080590,intimissimi,20
POINT (-4.4772167 36.6569333),Oysho,clothes,,,,,,,,,Oysho,,,-4.4772167,36.6569333,-498404,4080650,oysho,20
POINT (-4.4764151 36.6581866),Orange,mobile_phone,,,,,,,,,Orange,,,-4.4764151,36.6581866,-498315,4080789,orange,20
POINT (-4.4764599 36.6578245),Misako,bag,,,,,,,,,Misako,,,-4.4764599,36.6578245,-498320,4080749,misako,20
POINT (-4.477329 36.6561394),H&M,clothes,,,,,,,,29004.0,H&M,,,-4.477329,36.6561394,-498416,4080561,h&m,20
POINT (-4.477799 36.6560432),Pull & Bear,clothes,,,,,,,,,Pull & Bear,,,-4.477799,36.6560432,-498469,4080551,pull & bear,20
POINT (-4.4776141 36.6560974),Dunkin' Coffee,,fast_food,,,,,,,,Dunkin' Coffee,,donut;coffee_shop,-4.4776141,36.6560974,-498448,4080557,dunkin' coffee,20
POINT (-4.4774882 36.6563133),Solvisión,optician,,,,,,,,,,,,-4.4774882,36.6563133,-498434,4080581,solvisión,20
POINT (-4.4764322 36.6574333),Cortefiel,clothes,,,,,,,,,Cortefiel,,,-4.4764322,36.6574333,-498316,4080705,cortefiel,20
POINT (-4.4794639 36.6557983),La Posada de Brasil,,restaurant,,,,,,,,,,,-4.4794639,36.6557983,-498654,4080523,la posada de brasil,20
POINT (-4.4793205 36.6542836),Midas,car_repair,,,,,,Calle Alfonso Ponce de León,2,29004.0,Midas,,,-4.4793205,36.6542836,-498638,4080355,midas,-1
POINT (-4.4372962 36.7010536),Casa Atenea,,restaurant,,,,,Calle Princesa,26,29002.0,,,,-4.4372962,36.7010536,-493960,4085561,casa atenea,-1
POINT (-4.4336316 36.7348105),Farmacia Rosaleda,,pharmacy,,pharmacy,,,Avenida Simón Bolivar,17,29014.0,,,,-4.4336316,36.7348105,-493552,4089319,farmacia rosaleda,77
POINT (-4.3564994 36.7207912),Carrefour Express,supermarket,,,,,,Calle Almería,41,,Supersol,,,-4.3564994,36.7207912,-484966,4087758,carrefour express,39
POINT (-4.3629163 36.7201407),Carrefour Express,supermarket,,,,,,Avenida Pío Baroja,16,,Supersol,,,-4.3629163,36.7201407,-485680,4087686,carrefour express,39
POINT (-4.4094561 36.7184643),Burger King,,fast_food,,,,,,3,29016.0,Burger King,,burger,-4.4094561,36.7184643,-490861,4087499,burger king,81
POINT (-4.4318715 36.7323747),Farmacia La Roca,,pharmacy,,pharmacy,,,Calle Escritora Luciana Narváez,2,29011.0,,,,-4.4318715,36.7323747,-493356,4089048,farmacia la roca,77
POINT (-4.4296803 36.7321563),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4296803,36.7321563,-493112,4089024,,77
POINT (-4.4155962 36.7247071),La Esquinita del Chupa y Tira,,bar,,,,,Calle Victoria,31,29012.0,,,,-4.4155962,36.7247071,-491544,4088194,la esquinita del chupa y tira,142
POINT (-4.4316514 36.7123112),Explanada de la Estacion-Vialia,,taxi,,,,,,,,,Oficina Municipal del Taxi,,-4.4316514,36.7123112,-493331,4086814,explanada de la estacion-vialia,-1
POINT (-4.4481397 36.6806926),,,post_box,,,,,,,,,,,-4.4481397,36.6806926,-495167,4083295,,-1
POINT (-4.3612662 36.7210965),El Palo,,taxi,,,,,,,,,Oficina Municipal del Taxi,,-4.3612662,36.7210965,-485496,4087792,el palo,39
POINT (-4.4688039 36.7257833),BSH Interservice,electronics,,,,,,Calle María de la Cruz,1,29010.0,,,,-4.4688039,36.7257833,-497467,4088314,bsh interservice,52
POINT (-4.4185946 36.7242209),El Piano,,restaurant,,,,,,,,,,,-4.4185946,36.7242209,-491878,4088140,el piano,142
POINT (-4.4304725 36.7105655),Vasco - Tienda Zona Oeste,stationery,,,,,,Calle Ayala,3,29002.0,,,,-4.4304725,36.7105655,-493200,4086620,vasco - tienda zona oeste,-1
POINT (-4.430075 36.7109362),Carolina,,restaurant,,,,,Calle Ayala,1,29002.0,,,,-4.430075,36.7109362,-493156,4086661,carolina,131
POINT (-4.4249194 36.7190077),Café con Arte,,cafe,,,,,,1,,,,,-4.4249194,36.7190077,-492582,4087560,café con arte,142
POINT (-4.4208508 36.7231814),Olimpia Bellas Artes,craft,,,,,,Calle Méndez Núñez,10,29008.0,,,,-4.4208508,36.7231814,-492129,4088025,olimpia bellas artes,142
POINT (-4.4405431 36.7123699),Trek,bicycle,,,,,,Plaza Cruz de Humilladero,9,29006.0,Trek,Trek,,-4.4405431,36.7123699,-494321,4086821,trek,110
POINT (-4.4639266 36.7099801),Peluquería Anabel,hairdresser,,,,,,,,,,,,-4.4639266,36.7099801,-496924,4086555,peluquería anabel,54
POINT (-4.4123351 36.7185757),,,post_box,,,,,,,,,,,-4.4123351,36.7185757,-491181,4087512,,-1
POINT (-4.4123609 36.7173082),,,cafe,,,,,Paseo de la Farola,8,29016.0,,,,-4.4123609,36.7173082,-491184,4087371,,-1
POINT (-4.4134894 36.7155979),Náutica Antonio de la Peña,boat,,,,,,Paseo de la Farola,15,29016.0,,,,-4.4134894,36.7155979,-491310,4087180,náutica antonio de la peña,-1
POINT (-4.4147482 36.7131564),Trocadero Casa de Botes,,restaurant,,,,,Paseo de la Farola,,29016.0,,,,-4.4147482,36.7131564,-491450,4086909,trocadero casa de botes,-1
POINT (-4.4200388 36.7217509),Mercado Provenzal,,bar,,,,,,,,,,,-4.4200388,36.7217509,-492039,4087865,mercado provenzal,142
POINT (-4.4180618 36.7205949),La Cosmo,,cafe,,,,,Calle Císter,11,29015.0,,,,-4.4180618,36.7205949,-491819,4087737,la cosmo,142
POINT (-4.4207047 36.7219468),Café Madrid,,cafe,,,,,Calle Calderería,1-3,29008.0,,,churro,-4.4207047,36.7219468,-492113,4087887,café madrid,142
POINT (-4.4207901 36.7220235),Be Happy,,bar,,,,,,,,,,,-4.4207901,36.7220235,-492122,4087896,be happy,142
POINT (-4.4096966 36.7200631),Supersol,supermarket,,,,,,Calle Cervantes,5,29016.0,Supersol,,,-4.4096966,36.7200631,-490887,4087677,supersol,-1
POINT (-4.4096072 36.7207565),Café Bar Flor,,cafe,,,,,Paseo de Reding,14,29016.0,,,,-4.4096072,36.7207565,-490877,4087755,café bar flor,81
POINT (-4.4190565 36.7220119),Granier,,cafe,,,,,,,,,,,-4.4190565,36.7220119,-491929,4087894,granier,142
POINT (-4.4189788 36.7220033),Casa Lola,,bar,,,,,,,,,,,-4.4189788,36.7220033,-491921,4087893,casa lola,142
POINT (-4.4278888 36.7101263),Gerencia Municipal de Urbanismo,,,,,government,,Paseo Antonio Machado,12,29002.0,,Ayuntamiento de Málaga,,-4.4278888,36.7101263,-492913,4086571,gerencia municipal de urbanismo,124
POINT (-4.4776147 36.6562645),Zara Home,interior_decoration,,,,,,,,,Zara Home,,,-4.4776147,36.6562645,-498448,4080575,zara home,20
POINT (-4.4790507 36.6568475),Yelmo Cineplex,,cinema,,,,,,,,,,,-4.4790507,36.6568475,-498608,4080640,yelmo cineplex,20
POINT (-4.376595 36.7209564),La Paloma,,restaurant,,,,,,,,,,,-4.376595,36.7209564,-487203,4087777,la paloma,37
POINT (-4.3767429 36.7209354),Keluco's,,cafe,,,,,,,,,,,-4.3767429,36.7209354,-487219,4087775,keluco's,37
POINT (-4.3768774 36.7209709),Merendero El Cabra,,restaurant,,,,,Paseo Marítimo El Pedregal,17,29017.0,,,,-4.3768774,36.7209709,-487234,4087778,merendero el cabra,37
POINT (-4.4755574 36.7231193),Pikaboo,shoes,,,,,,Calle Jano,5,29010.0,,,,-4.4755574,36.7231193,-498219,4088018,pikaboo,48
POINT (-4.4178352 36.7224136),Ala Turca,,fast_food,,,,,Calle Tomás de Cózar,35,,,,,-4.4178352,36.7224136,-491793,4087939,ala turca,142
POINT (-4.4175115 36.7226901),La Princesa,bakery,,,,,,Calle Granada,84,,,,,-4.4175115,36.7226901,-491757,4087970,la princesa,142
POINT (-4.4188337 36.7220264),Tienda de Comercio Justo Oxfam-Intermon,convenience,,,,,,,,,,Oxfam-Intermon,,-4.4188337,36.7220264,-491905,4087896,tienda de comercio justo oxfam-intermon,142
POINT (-4.5525304 36.7388987),Restaurante La Mirada,,restaurant,,,,,,,,,,,-4.5525304,36.7388987,-506788,4089774,restaurante la mirada,7
POINT (-4.5530917 36.7374986),Restaurante Premier,,restaurant,,,,,,,,,,,-4.5530917,36.7374986,-506850,4089618,restaurante premier,7
POINT (-4.4287183 36.7214904),Dia,supermarket,,,,,,Calle Mármoles,27,29007.0,Dia,,,-4.4287183,36.7214904,-493005,4087836,dia,132
POINT (-4.4248443 36.7217142),Restaurante La Barbacana,,restaurant,,,,,Calle Carretería,6,,,,,-4.4248443,36.7217142,-492574,4087861,restaurante la barbacana,142
POINT (-4.4183186 36.7204897),Café Berlin,,cafe,,,,,Calle Afligidos,2,29015.0,,,,-4.4183186,36.7204897,-491847,4087725,café berlin,142
POINT (-4.4198696 36.7223889),Los Gatos,,restaurant,,,,,,9,29008.0,,,regional;spanish,-4.4198696,36.7223889,-492020,4087936,los gatos,142
POINT (-4.4113283 36.7180152),Covirán,supermarket,,,,,,Calle Reding,10,29016.0,Covirán,,,-4.4113283,36.7180152,-491069,4087449,covirán,81
POINT (-4.4115171 36.7174258),Los Delfines,,restaurant,,,,,,,,,,,-4.4115171,36.7174258,-491090,4087384,los delfines,81
POINT (-4.4097361 36.7178402),El Tres,,restaurant,,,,,,4,29016.0,,Grupo Gorki,fine_dining,-4.4097361,36.7178402,-490892,4087430,el tres,-1
POINT (-4.4109652 36.7183051),Cafe París,,restaurant,,,,,,,,,,,-4.4109652,36.7183051,-491029,4087482,cafe parís,81
POINT (-4.3866488 36.7705623),Venta el Boticario,,restaurant,,,,,,,,,,,-4.3866488,36.7705623,-488322,4093299,venta el boticario,-1
POINT (-4.4570666 36.7851489),,,,,,,sports_centre,,,,,,,-4.4570666,36.7851489,-496161,4094923,,-1
POINT (-4.362465 36.7203715),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,Unicaja,,-4.362465,36.7203715,-485630,4087712,unicaja banco,39
POINT (-4.4784317 36.7352157),Kaiser American Food,,restaurant,,,,,Calle Lope de Rueda,64,29190.0,,,american,-4.4784317,36.7352157,-498539,4089364,kaiser american food,17
POINT (-4.3511759 36.7174875),Antonio,,restaurant,,,,,Calle Playa del Chanquete,41,29017.0,,,,-4.3511759,36.7174875,-484373,4087391,antonio,33
POINT (-4.4548189 36.6922179),Kissa Centro Veterinario,,veterinary,,,,,Avenida de Velázquez,97,29004.0,,,,-4.4548189,36.6922179,-495910,4084578,kissa centro veterinario,93
POINT (-4.4545991 36.6923536),Mercadona,supermarket,,,,,,Avenida de Velázquez,95,29004.0,Mercadona,,,-4.4545991,36.6923536,-495886,4084593,mercadona,93
POINT (-4.434586 36.712692),Cafeteria Málaga Bus Restaurante,,cafe,,,,,,,,,,spanish;international,-4.434586,36.712692,-493658,4086857,cafeteria málaga bus restaurante,-1
POINT (-4.4344533 36.7128156),,,fast_food,,,,,,,,,,kebab,-4.4344533,36.7128156,-493643,4086871,,139
POINT (-4.4340912 36.7128543),,,post_box,,,,,,,,,,,-4.4340912,36.7128543,-493603,4086875,,139
POINT (-4.4338994 36.7129919),,ticket,,,,,,,,,,CTSA-Portillo,,-4.4338994,36.7129919,-493582,4086890,,139
POINT (-4.4338492 36.7130181),,ticket,,,,,,,,,,eurolines,,-4.4338492,36.7130181,-493576,4086893,,139
POINT (-4.4337994 36.7130441),,ticket,,,,,,,,,,ATLASSIB,,-4.4337994,36.7130441,-493571,4086896,,139
POINT (-4.4337532 36.7130682),,ticket,,,,,,,,,,ALSA,,-4.4337532,36.7130682,-493565,4086899,,139
POINT (-4.4430599 36.6880103),Casa Lucas,,restaurant,,,,,Paseo Marítimo Antonio Banderas,15,29004.0,,,,-4.4430599,36.6880103,-494601,4084109,casa lucas,-1
POINT (-4.4291684 36.71642),Deutsche Bank,,bank,,,,,,,,Deutsche Bank,,,-4.4291684,36.71642,-493055,4087272,deutsche bank,135
POINT (-4.4930792 36.6769649),Dani's Garcia DeliBar,,fast_food,,,,,,,,,,,-4.4930792,36.6769649,-500170,4082880,dani's garcia delibar,25
POINT (-4.4937488 36.6769055),Global Exchange,,bureau_de_change,,,,,,,29004.0,,,,-4.4937488,36.6769055,-500244,4082873,global exchange,25
POINT (-4.4921934 36.6758815),Four Arrows,clothes,,,,,,,,,,,,-4.4921934,36.6758815,-500071,4082759,four arrows,25
POINT (-4.4925917 36.676804),Gap,clothes,,,,,,,,,Gap,,,-4.4925917,36.676804,-500115,4082862,gap,25
POINT (-4.4927151 36.676804),Gap,clothes,,,,,,,,,Gap,,,-4.4927151,36.676804,-500129,4082862,gap,25
POINT (-4.4921148 36.6761265),LoL,confectionery,,,,,,,,,,,,-4.4921148,36.6761265,-500062,4082786,lol,25
POINT (-4.4922589 36.676214),LoL,toys,,,,,,,,,,,,-4.4922589,36.676214,-500078,4082796,lol,25
POINT (-4.4935706 36.6768761),World Giraffe Kitchen,,fast_food,,,,,,,,,,american;asian;spanish,-4.4935706,36.6768761,-500224,4082870,world giraffe kitchen,25
POINT (-4.4927028 36.6765813),Petra Mora,deli,,,,,,,,,,,,-4.4927028,36.6765813,-500128,4082837,petra mora,25
POINT (-4.4927151 36.6766976),Superdry,clothes,,,,,,,,,Superdry,,,-4.4927151,36.6766976,-500129,4082850,superdry,25
POINT (-4.493502 36.6771035),The Fashion Place,clothes,,,,,,,,,,,,-4.493502,36.6771035,-500217,4082895,the fashion place,25
POINT (-4.492368 36.675976),crystal,mobile_phone,,,,,,,,,,,,-4.492368,36.675976,-500090,4082770,crystal,25
POINT (-4.4927389 36.6762385),Desigual,clothes,,,,,,,,,Desigual,,,-4.4927389,36.6762385,-500132,4082799,desigual,25
POINT (-4.4927367 36.676955),Fashion Gallery,clothes,,,,,,,,,,,,-4.4927367,36.676955,-500131,4082879,fashion gallery,25
POINT (-4.4931502 36.6768065),Mum's Kitchen,,fast_food,,,,,,,,,,,-4.4931502,36.6768065,-500177,4082862,mum's kitchen,25
POINT (-4.4925556 36.6761125),Relay,newsagent,,,,,,,,,Relay,,,-4.4925556,36.6761125,-500111,4082785,relay,25
POINT (-4.4931872 36.6769624),Seafood,,fast_food,,,,,,,,,,fish,-4.4931872,36.6769624,-500182,4082879,seafood,25
POINT (-4.4923854 36.676305),Swarovski,jewelry,,,,,,,,,Swarovski,,,-4.4923854,36.676305,-500092,4082806,swarovski,25
POINT (-4.492746 36.6770664),Victoria's Secret,clothes,,,,,,,,,Victoria's Secret,,,-4.492746,36.6770664,-500132,4082891,victoria's secret,25
POINT (-4.4196502 36.7219199),La Campana,,bar,,,,,Calle Granada,35,,,,,-4.4196502,36.7219199,-491995,4087884,la campana,142
POINT (-4.4231963 36.7160399),Apartamento Nonos,,,hotel,,,,,,,,,,-4.4231963,36.7160399,-492390,4087230,apartamento nonos,142
POINT (-4.4435169 36.7091053),,convenience,,,,,,,,,,,,-4.4435169,36.7091053,-494652,4086458,,109
POINT (-4.4409919 36.7089526),,bakery,,,,,,,,,,,,-4.4409919,36.7089526,-494371,4086441,,109
POINT (-4.4429268 36.7089069),Dia,supermarket,,,,,,,,,Dia,,,-4.4429268,36.7089069,-494587,4086436,dia,109
POINT (-4.4438979 36.7090771),,convenience,,,,,,Calle Pintor Berrobianco Meléndez,3,29006.0,,,,-4.4438979,36.7090771,-494695,4086454,,109
POINT (-4.4417842 36.709709),Maskom,supermarket,,,,,,Calle La Unión,71,29006.0,Maskom,,,-4.4417842,36.709709,-494459,4086525,maskom,109
POINT (-4.4233107 36.7178132),Antigua Casa de Guardia,,restaurant,,,,,Alameda Principal,18,,,,,-4.4233107,36.7178132,-492403,4087427,antigua casa de guardia,142
POINT (-4.4196227 36.7217681),Casa del Piyayo,,restaurant,,,,,Calle Granada,36,,,,,-4.4196227,36.7217681,-491992,4087867,casa del piyayo,142
POINT (-4.4211801 36.7212174),Bodegas Quitapenas,,restaurant,,,,,Calle Sánchez Pastor,2,,,,,-4.4211801,36.7212174,-492166,4087806,bodegas quitapenas,142
POINT (-4.4210292 36.7204689),Bar Orellana,,bar,,,,,Calle Moreno Monroy,5,,,,,-4.4210292,36.7204689,-492149,4087723,bar orellana,142
POINT (-4.4308792 36.7182459),,,clinic,,clinic,,,,,,,,,-4.4308792,36.7182459,-493245,4087475,,130
POINT (-4.4267682 36.7134605),Fawell,,clinic,,clinic,,,Calle San Andrés,5,29002.0,,,,-4.4267682,36.7134605,-492788,4086942,fawell,-1
POINT (-4.3723633 36.7206958),La Galerna,,restaurant,,,,,Paseo Marítimo El Pedregal,66,29017.0,,,,-4.3723633,36.7206958,-486731,4087748,la galerna,36
POINT (-4.4923388 36.7236764),Hornos Villanueva,,cafe,,,,,,,,,,coffee_shop,-4.4923388,36.7236764,-500087,4088080,hornos villanueva,-1
POINT (-4.4187882 36.7251708),Apartamento Mercedes,,,hotel,,,,Calle Hinestrosa,23,,,,,-4.4187882,36.7251708,-491900,4088246,apartamento mercedes,142
POINT (-4.3603345 36.7197839),La Colmena,,community_centre,,,,,Calle Sor Lucila,5,29017.0,,,,-4.3603345,36.7197839,-485392,4087646,la colmena,39
POINT (-4.4462441 36.6977045),El Jardín de las Delicias,,cafe,,,,,Calle Ildefonso Marzo,12,,,,coffee_shop;crepe;breakfast;sandwich;cake;tea;pancake;savory_pancakes,-4.4462441,36.6977045,-494956,4085188,el jardín de las delicias,97
POINT (-4.4189508 36.7213444),Tetería Palacio Nazarí,,restaurant,,,,,Calle San Agustín,7,,,,coffee_shop;moroccan;turkish;arab;crepe;breakfast;pizza;cake;tea,-4.4189508,36.7213444,-491918,4087820,tetería palacio nazarí,142
POINT (-4.4224886 36.7230129),La Invisible,,pub,,,,,Calle Nosquera,11,29008.0,,La Casa Invisible,,-4.4224886,36.7230129,-492311,4088006,la invisible,142
POINT (-4.3792902 36.8331545),Mirador Martínez-Falero,,,viewpoint,,,,,,,,,,-4.3792902,36.8331545,-487503,4100267,mirador martínez-falero,1
POINT (-4.496131 36.6572338),La Casilla de Maera,,restaurant,,,,,Carretera de Coín,27,29140.0,,,,-4.496131,36.6572338,-500509,4080683,la casilla de maera,-1
POINT (-4.4558918 36.6959214),Papelería Logos,books,,,,,,Avenida Isaac Peral,19,29004.0,,,,-4.4558918,36.6959214,-496030,4084990,papelería logos,92
POINT (-4.4236692 36.714238),,,clinic,,clinic,,,,,,,,,-4.4236692,36.714238,-492443,4087029,,142
POINT (-4.4242419 36.713522),,,bank,,,,,,,,,,,-4.4242419,36.713522,-492507,4086949,,142
POINT (-4.4241735 36.7143627),,coffee,,,,,,Alameda de Colón,17,29001.0,,,,-4.4241735,36.7143627,-492499,4087043,,142
POINT (-4.4241856 36.7144186),,,pub,,,,,Alameda de Colón,15,29001.0,,,,-4.4241856,36.7144186,-492500,4087049,,142
POINT (-4.4246173 36.7144942),,,doctors,,doctor,,,,,,,,,-4.4246173,36.7144942,-492548,4087057,,142
POINT (-4.4245946 36.7144984),Colón,,bar,,,,,Alameda de Colón,22,29001.0,,,,-4.4245946,36.7144984,-492546,4087058,colón,142
POINT (-4.4239115 36.7146773),Mesón Ibérico,,restaurant,,,,,Calle San Lorenzo,27,29001.0,,,,-4.4239115,36.7146773,-492470,4087078,mesón ibérico,142
POINT (-4.4243916 36.7149743),Cazorla,,restaurant,,,,,Alameda de Colón,13,29001.0,,,spanish,-4.4243916,36.7149743,-492523,4087111,cazorla,142
POINT (-4.4243637 36.7149111),Cazorla,coffee,,,,,,Alameda de Colón,13,29001.0,,,,-4.4243637,36.7149111,-492520,4087104,cazorla,142
POINT (-4.424719 36.7148902),,,bank,,,,,,,,,,,-4.424719,36.7148902,-492560,4087102,,142
POINT (-4.424765 36.7149855),,tobacco,,,,,,,,,,,,-4.424765,36.7149855,-492565,4087112,,142
POINT (-4.4239585 36.7143201),Play Planet Coffee and Shop,,cafe,,,,,Calle San Lorenzo,18,29001.0,,,,-4.4239585,36.7143201,-492475,4087038,play planet coffee and shop,142
POINT (-4.4170056 36.7321185),Bar Juan y Concha,,pub,,,,,Alameda Capuchinos,78,,,,,-4.4170056,36.7321185,-491701,4089019,bar juan y concha,142
POINT (-4.4231212 36.7441098),,,post_box,,,,,,,,Correos,Correos,,-4.4231212,36.7441098,-492382,4090354,,103
POINT (-4.4193737 36.7235999),BlackLabel Urban grill,,restaurant,,,,,Calle Álamos,22,,,,,-4.4193737,36.7235999,-491965,4088071,blacklabel urban grill,142
POINT (-4.4239663 36.7229269),,vacant,,,,,,,,,,,,-4.4239663,36.7229269,-492476,4087996,,142
POINT (-4.4199633 36.721881),La Cosmopolita,,restaurant,,,,,,,,,,,-4.4199633,36.721881,-492030,4087880,la cosmopolita,142
POINT (-4.4189214 36.7196574),El Refectorium Catedral,,restaurant,,,,,Calle Postigo de los Abades,4,29001.0,,,,-4.4189214,36.7196574,-491914,4087632,el refectorium catedral,142
POINT (-4.4184438 36.7241034),G.O.A.T.,,restaurant,,,,,Calle San Juan de Letrán,13,29012.0,,,american;burger;sandwich,-4.4184438,36.7241034,-491861,4088127,g.o.a.t.,142
POINT (-4.4052919 36.721032),Mercadona,supermarket,,,,,,Calle Gutenberg,1,29016.0,Mercadona,,,-4.4052919,36.721032,-490397,4087785,mercadona,79
POINT (-4.4355514 36.7149663),Oficina de Extranjería,,,,,government,,Calle Mauricio Moro Pareto,13,,,,,-4.4355514,36.7149663,-493766,4087110,oficina de extranjería,106
POINT (-4.4383437 36.7183662),Carrefour Express,convenience,,,,,,Avenida Obispo Ángel Herrera Oria,,,Carrefour Express,,,-4.4383437,36.7183662,-494076,4087489,carrefour express,-1
POINT (-4.4487496 36.6977755),Vodafone,mobile_phone,,,,,,Avenida de Velázquez,,,Vodafone,,,-4.4487496,36.6977755,-495235,4085196,vodafone,97
POINT (-4.4241164 36.7213253),Exe Málaga Museos,,,hotel,,,,Calle Compañía,29,29008.0,Exe Hotels,,,-4.4241164,36.7213253,-492493,4087818,exe málaga museos,142
POINT (-4.420827 36.7215014),Mesón Cantarrana,,restaurant,,,,,Calle Sánchez Pastor,10,29015.0,,,,-4.420827,36.7215014,-492126,4087838,mesón cantarrana,142
POINT (-4.4202376 36.7217334),Beher,,restaurant,,,,,Calle Granada,25,29015.0,,,spanish,-4.4202376,36.7217334,-492061,4087863,beher,142
POINT (-4.4185256 36.7205642),El Jardin,,restaurant,,,,,,,,,,,-4.4185256,36.7205642,-491870,4087733,el jardin,142
POINT (-4.4383915 36.7053648),Hogarium,electronics,,,,,,Calle Héroe de Sostoa,85,29002.0,,,,-4.4383915,36.7053648,-494082,4086041,hogarium,116
POINT (-4.4191829 36.7240288),Vinería Cervantes,,restaurant,,,,,Calle Cárcer,10,,,,tapas,-4.4191829,36.7240288,-491943,4088119,vinería cervantes,142
POINT (-4.4504872 36.7225718),Supercor Exprés,convenience,,,,,,,,,Supercor,,,-4.4504872,36.7225718,-495428,4087957,supercor exprés,63
POINT (-4.4505898 36.7225927),,,cafe,,,,,,,,,,,-4.4505898,36.7225927,-495440,4087959,,63
POINT (-4.4496623 36.7224253),Oña,,cafe,,,,,Avenida Carlos de Haya,75,29010.0,,,,-4.4496623,36.7224253,-495336,4087940,oña,63
POINT (-4.4504677 36.7225738),,,atm,,,,,,,,,,,-4.4504677,36.7225738,-495426,4087957,,63
POINT (-4.4489682 36.7222763),,,post_box,,,,,,,,,,,-4.4489682,36.7222763,-495259,4087924,,63
POINT (-4.4485899 36.7220292),Banco Santander,,bank,,,,,,,,Banco Santander,,,-4.4485899,36.7220292,-495217,4087896,banco santander,63
POINT (-4.4484225 36.7221519),Al Andalus,,cafe,,,,,,,,,,,-4.4484225,36.7221519,-495198,4087910,al andalus,63
POINT (-4.5215704 36.6631374),Finca El Realengo,,restaurant,,,,,,,,,,,-4.5215704,36.6631374,-503341,4081340,finca el realengo,-1
POINT (-4.4231015 36.7213007),Canela Fina,,restaurant,,,,,Calle Salvago,2,29008.0,,,,-4.4231015,36.7213007,-492380,4087815,canela fina,142
POINT (-4.419225 36.7221189),Bodega El Patio,,restaurant,,,,,Calle Granada,39,,,,spanish,-4.419225,36.7221189,-491948,4087906,bodega el patio,142
POINT (-4.4620162 36.7178453),Insitu coffee&cocktail,,cafe,,,,,,,,,,,-4.4620162,36.7178453,-496712,4087431,insitu coffee&cocktail,-1
POINT (-4.3779665 36.7818842),Mirador de la Unidad,,,viewpoint,,,,,,,,,,-4.3779665,36.7818842,-487355,4094559,mirador de la unidad,1
POINT (-4.3797208 36.799064),Mirador de Hurtado,,,viewpoint,,,,,,,,,,-4.3797208,36.799064,-487551,4096472,mirador de hurtado,1
POINT (-4.4206034 36.7380224),Farmacia 2.0,,pharmacy,,pharmacy,,,Avenida de Las Postas,11,29014.0,,,,-4.4206034,36.7380224,-492102,4089677,farmacia 2.0,103
POINT (-4.4209591 36.7378968),Clínica Veterinaria Parque del Sur,,veterinary,,,,,Avenida de Las Postas,9,29014.0,,,,-4.4209591,36.7378968,-492141,4089663,clínica veterinaria parque del sur,103
POINT (-4.4624894 36.6899547),Oteros Sport,sports,,,,,,Calle Tucídides,58,29004.0,,,,-4.4624894,36.6899547,-496764,4084326,oteros sport,-1
POINT (-4.5675801 36.7328637),Pizzeria Miguel,,restaurant,,,,,,,,,,,-4.5675801,36.7328637,-508463,4089102,pizzeria miguel,3
POINT (-4.4128331 36.7165873),Comandancia Naval de Málaga,,,,,government,,Paseo de la Farola,11,29016.0,,,,-4.4128331,36.7165873,-491237,4087290,comandancia naval de málaga,-1
POINT (-4.4126839 36.7167218),Subdelegación de Defensa,,,,,government,,Paseo de la Farola,10,29016.0,,,,-4.4126839,36.7167218,-491220,4087305,subdelegación de defensa,-1
POINT (-4.4227123 36.7156681),La Dispensa Italiana,,cafe,,,,,Calle Tomás Heredia,19,29001.0,,,,-4.4227123,36.7156681,-492336,4087188,la dispensa italiana,142
POINT (-4.4222671 36.7380213),Oficina de Correos,,post_office,,,,,Avenida de Las Postas,,29014.0,Correos,Correos,,-4.4222671,36.7380213,-492287,4089677,oficina de correos,103
POINT (-4.44723 36.6905564),Nómadas,,restaurant,,,,,Camino de La Térmica,2,29004.0,,,burger,-4.44723,36.6905564,-495066,4084393,nómadas,99
POINT (-4.4507546 36.6895096),,,atm,,,,,Avenida Gregorio Diego,37,29004.0,,Cajamar,,-4.4507546,36.6895096,-495458,4084276,,-1
