geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,madrid_hdbscan_5_5
POINT (-3.6642534 40.4304634),Carrefour Express,convenience,,,,,,Calle de Alcalá,233,28028,Carrefour Express,Supersol Spain S.L.U.,,-3.6642534,40.4304634,-407905,4500719,carrefour express,857
POINT (-3.6507076 40.4883105),Farmacia Alejandro Jiménez Gamella,,pharmacy,,pharmacy,,,Calle del Príncipe Carlos,22,28050,,,,-3.6507076,40.4883105,-406397,4507159,farmacia alejandro jiménez gamella,126
POINT (-3.6982027 40.3500433),Marco Aldany,hairdresser,,,,,,,,,Marco Aldany,,,-3.6982027,40.3500433,-411684,4491767,marco aldany,136
POINT (-3.6951231 40.5071343),,,pharmacy,,pharmacy,,,Calle del Monasterio de Liébana,5-7,28049,,,,-3.6951231,40.5071343,-411341,4509254,,91
POINT (-3.6551756 40.4547952),,,pharmacy,,pharmacy,,,Calle de Arturo Soria,164,28043,,,,-3.6551756,40.4547952,-406894,4503428,,342
POINT (-3.6726854 40.4582459),,,pharmacy,,pharmacy,,,Calle de Costa Rica,28,28016,,,,-3.6726854,40.4582459,-408843,4503812,,625
POINT (-3.6887818 40.4635027),,,pharmacy,,pharmacy,,,Calle de Félix Boix,1,28036,,,,-3.6887818,40.4635027,-410635,4504397,,635
POINT (-3.6866927 40.4628503),,,pharmacy,,pharmacy,,,Calle de Juan Ramón Jiménez,28,28036,,,,-3.6866927,40.4628503,-410403,4504324,,635
POINT (-3.7032367 40.4498929),,,pharmacy,,pharmacy,,,Calle de Palencia,2,28020,,,,-3.7032367,40.4498929,-412244,4502882,,935
POINT (-3.7849888 40.4514088),,,pharmacy,,,,,Calle de la Golondrina,31,28023,,,,-3.7849888,40.4514088,-421345,4503051,,32
POINT (-3.6635522 40.4382482),,,pharmacy,,pharmacy,,,Avenida de Bruselas,49,28028,,,,-3.6635522,40.4382482,-407827,4501586,,553
POINT (-3.6879998 40.4620496),Fratelli Óptica,optician,,,,,,Calle del Doctor Fleming,,,,,,-3.6879998,40.4620496,-410548,4504235,fratelli óptica,635
POINT (-3.6869296 40.4633985),Knight n' Squire,,restaurant,,,,,Calle de Félix Boix,,28036,,,burger,-3.6869296,40.4633985,-410429,4504386,knight n' squire,635
POINT (-3.699512 40.4377868),,,pharmacy,,pharmacy,,,Calle de Ponzano,9,28010,,,,-3.699512,40.4377868,-411830,4501534,,1068
POINT (-3.6932261 40.4473961),Farmacia Merinero,,pharmacy,,pharmacy,,,Paseo de la Castellana,71,28046,,,,-3.6932261,40.4473961,-411130,4502604,farmacia merinero,676
POINT (-3.704427 40.4466971),Farmacia Ldo. J. García Sanz,,pharmacy,,pharmacy,,,Avenida de la Reina Victoria,3,28003,,,,-3.704427,40.4466971,-412377,4502526,farmacia ldo. j. garcía sanz,898
POINT (-3.6663442 40.4290819),,,pharmacy,,pharmacy,,,Calle de Alcalá,172,28028,,,,-3.6663442,40.4290819,-408137,4500565,,857
POINT (-3.6657388 40.4297316),Alcalá 219,,pharmacy,,pharmacy,,,Calle de Alcalá,219,28028,,,,-3.6657388,40.4297316,-408070,4500638,alcalá 219,857
POINT (-3.6638593 40.4299889),,,pharmacy,,pharmacy,,,Calle de Alejandro González,4,28028,,,,-3.6638593,40.4299889,-407861,4500666,,857
POINT (-3.6830074 40.4236385),,,pharmacy,,pharmacy,,,Calle de Jorge Juan,34,28001,,,,-3.6830074,40.4236385,-409992,4499959,,860
POINT (-3.6840609 40.4235537),,,pharmacy,,pharmacy,,,Calle de Velázquez,20,28001,,,,-3.6840609,40.4235537,-410110,4499950,,860
POINT (-3.7141001 40.4279177),,,pharmacy,,pharmacy,,,Calle de la Princesa,30,28008,,,,-3.7141001,40.4279177,-413454,4500436,,1070
POINT (-3.678511 40.4052897),López Gutiérrez,,pharmacy,,pharmacy,,,Calle de Narciso Serra,18,28007,,,,-3.678511,40.4052897,-409492,4497917,lópez gutiérrez,637
POINT (-3.7234076 40.4050658),,,pharmacy,,pharmacy,,,Avenida del Manzanares,48,28011,,,,-3.7234076,40.4050658,-414490,4497892,,445
POINT (-3.7231978 40.4071936),,,pharmacy,,pharmacy,,,Calle de San Rufo,3,28011,,,,-3.7231978,40.4071936,-414466,4498129,,445
POINT (-3.6700654 40.3787464),,,pharmacy,,pharmacy,,,Calle de la Campiña,12,28053,,,,-3.6700654,40.3787464,-408552,4494962,,384
POINT (-3.7128794 40.425613),Caixabank,,bank,,,,,,,,Caixabank,,,-3.7128794,40.425613,-413318,4500179,caixabank,1121
POINT (-3.7130473 40.4258435),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.7130473,40.4258435,-413336,4500205,caixabank,1121
POINT (-3.7470873 40.3954913),,,pharmacy,,pharmacy,,,Calle de la Duquesa de Parcent,36,28047,,,,-3.7470873,40.3954913,-417126,4496826,,284
POINT (-3.6203756 40.375522),,,pharmacy,,pharmacy,,,Calle del Congosto,10,28031,,,,-3.6203756,40.375522,-403020,4494603,,102
POINT (-3.6191894 40.3738509),,,pharmacy,,pharmacy,,,Calle de los Montes Alberes,2,28031,,,,-3.6191894,40.3738509,-402888,4494417,,102
POINT (-3.6726223 40.4046157),Plaza China,variety_store,,,,,,,,,,,,-3.6726223,40.4046157,-408836,4497842,plaza china,648
POINT (-3.7104672 40.4272883),,vacant,,,,,,Calle del Conde Duque,22,28015,,,,-3.7104672,40.4272883,-413049,4500366,,1165
POINT (-3.7104292 40.4273726),Olive,,restaurant,,,,,Calle del Conde Duque,24,28015,,,,-3.7104292,40.4273726,-413045,4500375,olive,1165
POINT (-3.710384 40.4274422),Dionisos,,restaurant,,,,,Calle del Conde Duque,26,28015,,,greek,-3.710384,40.4274422,-413040,4500383,dionisos,1165
POINT (-3.6691818 40.3785061),Ahorramás,supermarket,,,,,,Calle de la Campiña,,28053,Ahorramás,,,-3.6691818,40.3785061,-408453,4494935,ahorramás,384
POINT (-3.6690318 40.3781594),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6690318,40.3781594,-408437,4494897,caixabank,384
POINT (-3.6787216 40.4053473),Lidl,supermarket,,,,,,Calle de Narciso Serra,15,28007,Lidl,,,-3.6787216,40.4053473,-409515,4497923,lidl,637
POINT (-3.6297869 40.4628766),Ahorramás,supermarket,,,,,,,,,Ahorramás,,,-3.6297869,40.4628766,-404068,4504327,ahorramás,198
POINT (-3.7102055 40.4277159),Taquería Mi Ciudad,,restaurant,,,,,Calle del Conde Duque,30,28015,,,mexican,-3.7102055,40.4277159,-413020,4500413,taquería mi ciudad,1165
POINT (-3.7102554 40.4276401),La Franco Argentine,deli,,,,,,Calle del Conde Duque,28,28015,,,,-3.7102554,40.4276401,-413026,4500405,la franco argentine,1165
POINT (-3.7101034 40.4278729),O Potiño III Casa Lelo,,restaurant,,,,,Calle del Conde Duque,30,28015,,,regional,-3.7101034,40.4278729,-413009,4500431,o potiño iii casa lelo,1165
POINT (-3.7099738 40.42795),Café Conde Duque,,restaurant,,,,,Calle del Conde Duque,32,28015,,,pizza,-3.7099738,40.42795,-412994,4500439,café conde duque,1165
POINT (-3.7003265 40.4144059),Miau,,,hotel,,,,Calle del Príncipe,26,28012,,,,-3.7003265,40.4144059,-411920,4498932,miau,1174
POINT (-3.7005074 40.4144237),Santa Caña,,bar,,,,,Plaza de Santa Ana,7,28012,,,,-3.7005074,40.4144237,-411940,4498934,santa caña,1174
POINT (-3.6651417 40.430025),Los Timbales,,bar,,,,,Calle de Alcalá,227,28028,,,,-3.6651417,40.430025,-408004,4500670,los timbales,857
POINT (-3.6990068 40.4156894),La Cabaña Argentina,,restaurant,,,,,Calle de Ventura de la Vega,10,28014,,,,-3.6990068,40.4156894,-411773,4499075,la cabaña argentina,1215
POINT (-3.6948611 40.5069821),Talk Talk Idiomas,,language_school,,,,,Calle del Monasterio de Liébana,5,28049,,,,-3.6948611,40.5069821,-411312,4509237,talk talk idiomas,91
POINT (-3.6949684 40.5070229),Cherry Tree,clothes,,,,,,Calle del Monasterio de Liébana,7,28049,,,,-3.6949684,40.5070229,-411324,4509242,cherry tree,91
POINT (-3.7101828 40.4277508),Flor de Lola,florist,,,,,,Calle del Conde Duque,30,28015,,,,-3.7101828,40.4277508,-413018,4500417,flor de lola,1165
POINT (-3.7103022 40.4275687),Galería de Arte Movart,art,arts_centre,gallery,,,,Calle del Conde Duque,28,28015,,,,-3.7103022,40.4275687,-413031,4500397,galería de arte movart,1165
POINT (-3.7103499 40.4274952),Perpetua de la O,clothes,,,,,,Calle del Conde Duque,26,28015,,,,-3.7103499,40.4274952,-413036,4500389,perpetua de la o,1165
POINT (-3.6949291 40.3543717),Dia,supermarket,,,,,,,,,Dia,,,-3.6949291,40.3543717,-411320,4492249,dia,152
POINT (-3.695427 40.3542695),Cafetería Rojas,,cafe,,,,,,,,,,,-3.695427,40.3542695,-411375,4492237,cafetería rojas,152
POINT (-3.6954149 40.3540803),El Paraíso,,cafe,,,,,,,,,,,-3.6954149,40.3540803,-411374,4492216,el paraíso,152
POINT (-3.6954174 40.3541426),Maribel,bakery,,,,,,,,,,,,-3.6954174,40.3541426,-411374,4492223,maribel,152
POINT (-3.6954252 40.3542132),,copyshop,,,,,,,,,,,,-3.6954252,40.3542132,-411375,4492231,,152
POINT (-3.6951778 40.3540129),,newsagent,,,,,,,,,,,,-3.6951778,40.3540129,-411347,4492209,,152
POINT (-3.6975911 40.350266),Los Bravo,convenience,,,,,,,,,,,,-3.6975911,40.350266,-411616,4491792,los bravo,136
POINT (-3.6982828 40.3501602),,frame,,,,,,,,,,,,-3.6982828,40.3501602,-411693,4491780,,136
POINT (-3.6818401 40.4514747),La Estación del Viso,,restaurant,,,,,Calle Serrano,197,,,,,-3.6818401,40.4514747,-409862,4503058,la estación del viso,608
POINT (-3.7072907 40.4251588),Carrefour Express,supermarket,,,,,,Calle de San Bernardo,54,28015,Carrefour Express,,,-3.7072907,40.4251588,-412696,4500129,carrefour express,1332
POINT (-3.6543919 40.4542693),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-3.6543919,40.4542693,-406807,4503369,banco santander,342
POINT (-3.6544237 40.454284),Santander,,atm,,,,,,,,Santander,Santander,,-3.6544237,40.454284,-406810,4503371,santander,342
POINT (-3.6824563 40.45186),,newsagent,,,,,,,,,,,,-3.6824563,40.45186,-409931,4503101,,608
POINT (-3.7144037 40.4277138),Saudia (Saudi Arabian Airlines),travel_agency,,,,,,,,,,,,-3.7144037,40.4277138,-413487,4500413,saudia (saudi arabian airlines),1070
POINT (-3.7144532 40.4278114),Dublín,,cafe,,,,,,,,,,,-3.7144532,40.4278114,-413493,4500424,dublín,1070
POINT (-3.7140012 40.4271832),GAES,hearing_aids,,,,,,,,,GAES,,,-3.7140012,40.4271832,-413443,4500354,gaes,1070
POINT (-3.7139648 40.4271189),Jamones de Salamanca Husan,food,,,,,,,,,,,,-3.7139648,40.4271189,-413439,4500347,jamones de salamanca husan,1070
POINT (-3.7132339 40.4260815),Sharrey,clothes,,,,,,,,,,,,-3.7132339,40.4260815,-413357,4500231,sharrey,1121
POINT (-3.7142688 40.4275495),,,dentist,,dentist,,,,,,,,,-3.7142688,40.4275495,-413472,4500395,,1070
POINT (-3.7045159 40.4466967),Paraíso del Jamón III,,pub,,,,,,,,,,,-3.7045159,40.4466967,-412387,4502526,paraíso del jamón iii,898
POINT (-3.7043726 40.4468916),,florist,,,,,,,,,,,,-3.7043726,40.4468916,-412371,4502548,,898
POINT (-3.7111725 40.4157026),Taberna de Alfonso,,restaurant,,,,,Calle de Calderón de la Barca,3,28013,,,regional,-3.7111725,40.4157026,-413128,4499076,taberna de alfonso,1069
POINT (-3.6979039 40.4106112),La Musa de Espronceda,,restaurant,,,,,Calle de Santa Isabel,17,28012,,,,-3.6979039,40.4106112,-411651,4498509,la musa de espronceda,1208
POINT (-3.6980387 40.4107039),Bar Benteveo,,bar,,,,,Calle de Santa Isabel,15,28012,,,,-3.6980387,40.4107039,-411666,4498520,bar benteveo,1208
POINT (-3.698046 40.4108358),Hostal Santa Isabel,,,guest_house,,,,Calle de Santa Isabel,15,28012,,,,-3.698046,40.4108358,-411666,4498534,hostal santa isabel,1208
POINT (-3.7036904 40.4325089),Burnout,,fast_food,,,,,Calle de Fuencarral,148,28010,,,burger,-3.7036904,40.4325089,-412295,4500947,burnout,1128
POINT (-3.7131558 40.4253919),Little Hotpot,,restaurant,,,,,Calle de Santa María Micaela,4,28008,,,chinese,-3.7131558,40.4253919,-413349,4500155,little hotpot,1121
POINT (-3.6961401 40.4702142),Dia,supermarket,,,,,,,,,Dia,,,-3.6961401,40.4702142,-411454,4505144,dia,631
POINT (-3.6957934 40.4700089),,convenience,,,,,,Avenida de Asturias,38,,,,,-3.6957934,40.4700089,-411416,4505121,,631
POINT (-3.695986 40.4701285),Farmacia Central,,pharmacy,,pharmacy,,,Avenida de Asturias,40,28029,Farmacia Central,,,-3.695986,40.4701285,-411437,4505135,farmacia central,631
POINT (-3.6718254 40.4572476),Yolanda Becerro,hairdresser,,,,,,Calle de Víctor de la Serna,54,28016,,,,-3.6718254,40.4572476,-408748,4503701,yolanda becerro,625
POINT (-3.6721555 40.457175),Muerdevida,greengrocer,,,,,,,,,,,,-3.6721555,40.457175,-408784,4503693,muerdevida,625
POINT (-3.6721471 40.4572875),Eroski City,supermarket,,,,,,Calle de Víctor de la Serna,39,28016,Eroski,,,-3.6721471,40.4572875,-408783,4503705,eroski city,625
POINT (-3.6724931 40.4570707),L'anatomie,,,,,,sports_centre,,,,,,,-3.6724931,40.4570707,-408822,4503681,l'anatomie,625
POINT (-3.6721347 40.4575262),Bazar Classic,variety_store,,,,,,,,,,,,-3.6721347,40.4575262,-408782,4503732,bazar classic,625
POINT (-3.6718353 40.4574415),Hiper Euro,variety_store,,,,,,,,,,,,-3.6718353,40.4574415,-408749,4503722,hiper euro,625
POINT (-3.6840415 40.4236578),Cremieux,clothes,,,,,,,,,,,,-3.6840415,40.4236578,-410107,4499962,cremieux,860
POINT (-3.6868691 40.4635572),Herbolario La Vita,herbalist,,,,,,Calle de Joaquín Bau,,28036,,,,-3.6868691,40.4635572,-410422,4504403,herbolario la vita,635
POINT (-3.6290529 40.4634645),Clinica Silvano,,doctors,,doctor,,,,,,,,,-3.6290529,40.4634645,-403986,4504393,clinica silvano,198
POINT (-3.6304507 40.4625049),Donde Valentin,,cafe,,,,,,,,,,,-3.6304507,40.4625049,-404142,4504286,donde valentin,198
POINT (-3.6282177 40.4623392),,convenience,,,,,,,,,,,,-3.6282177,40.4623392,-403893,4504268,,198
POINT (-3.6282167 40.4623961),Soccer,,pub,,,,,,,,,,,-3.6282167,40.4623961,-403893,4504274,soccer,198
POINT (-3.6294775 40.4624939),Silvano,stationery,,,,,,,,,,,,-3.6294775,40.4624939,-404033,4504285,silvano,198
POINT (-3.6297559 40.4624976),Ambos,hairdresser,,,,,,,,,,,,-3.6297559,40.4624976,-404064,4504285,ambos,198
POINT (-3.6298992 40.4625),,convenience,,,,,,,,,,,,-3.6298992,40.4625,-404080,4504285,,198
POINT (-3.6300384 40.4625018),Ferreteria Silvano,hardware,,,,,,,,,,,,-3.6300384,40.4625018,-404096,4504286,ferreteria silvano,198
POINT (-3.6301213 40.4625018),Gea Store,computer,,,,,,,,,,,,-3.6301213,40.4625018,-404105,4504286,gea store,198
POINT (-3.6302428 40.4625031),Cervecería Poveda,,cafe,,,,,,,,,,,-3.6302428,40.4625031,-404119,4504286,cervecería poveda,198
POINT (-3.6283727 40.4627438),Home Silvano,variety_store,,,,,,,,,,,,-3.6283727,40.4627438,-403910,4504313,home silvano,198
POINT (-3.6509246 40.4872983),Formas,furniture,,,,,,Calle del Príncipe Carlos,20,28050,,,,-3.6509246,40.4872983,-406421,4507046,formas,126
POINT (-3.6508221 40.4876203),El Arca De Noé,,restaurant,,,,,Calle del Príncipe Carlos,20,28050,,,kebab,-3.6508221,40.4876203,-406410,4507082,el arca de noé,126
POINT (-3.6509021 40.4874424),Dynamic Look,hairdresser,,,,,,Calle del Príncipe Carlos,20,28050,,,,-3.6509021,40.4874424,-406418,4507062,dynamic look,126
POINT (-3.6509866 40.4900235),El Sanabrés,,restaurant,,,,,Calle del Príncipe Carlos,32,28050,,,,-3.6509866,40.4900235,-406428,4507349,el sanabrés,126
POINT (-3.6508517 40.4896816),Cafe NIL,,cafe,,,,,Calle del Príncipe Carlos,,28050,,,,-3.6508517,40.4896816,-406413,4507311,cafe nil,126
POINT (-3.6672625 40.3778094),,,post_box,,,,,,,,,,,-3.6672625,40.3778094,-408240,4494858,,384
POINT (-3.6878976 40.4626793),Embajada de la República Democrática del Congo,,,,,diplomatic,,Calle del Doctor Fleming,45,28036,,,,-3.6878976,40.4626793,-410537,4504305,embajada de la república democrática del congo,635
POINT (-3.7017846 40.4287834),Bar Vinos,,restaurant,,,,,Calle de Sagasta,2,28004,,,,-3.7017846,40.4287834,-412083,4500532,bar vinos,1321
POINT (-3.6726941 40.4580504),Taxi!,,restaurant,,,,,Calle de Costa Rica,28 (pasaje),28016,,,,-3.6726941,40.4580504,-408844,4503790,taxi!,625
POINT (-3.6727013 40.4578912),Los Pescaítos,,restaurant,,,,,Calle de Costa Rica,28 (pasaje),28016,,,,-3.6727013,40.4578912,-408845,4503772,los pescaítos,625
POINT (-3.7105347 40.4276017),Museo de Arte Contemporáneo,,,museum,,,,Calle del Conde Duque,9,28015,,,,-3.7105347,40.4276017,-413057,4500401,museo de arte contemporáneo,1165
POINT (-3.703557 40.4322184),Intimissimi,clothes,,,,,,Calle de Fuencarral,144,28010,Intimissimi,,,-3.703557,40.4322184,-412280,4500915,intimissimi,1128
POINT (-3.6875756 40.4625075),Asgaya,,restaurant,,,,,,,,,,,-3.6875756,40.4625075,-410501,4504286,asgaya,635
POINT (-3.6875902 40.4624068),El Hórreo Asturiano,,restaurant,,,,,,,,,,,-3.6875902,40.4624068,-410503,4504275,el hórreo asturiano,635
POINT (-3.6509515 40.4899325),Redpiso,,,,,estate_agent,,,,,,,,-3.6509515,40.4899325,-406424,4507339,redpiso,126
POINT (-3.6507156 40.4890312),Bazar Yun,convenience,,,,,,,,,,,,-3.6507156,40.4890312,-406398,4507239,bazar yun,126
POINT (-3.6879892 40.4614461),Bankinter,,bank,,,,,,,,Bankinter,,,-3.6879892,40.4614461,-410547,4504168,bankinter,635
POINT (-3.6877198 40.4634462),NR,clothes,,,,,,Calle del Doctor Fleming,58,28036,,,,-3.6877198,40.4634462,-410517,4504391,nr,635
POINT (-3.6875031 40.4631851),Manolo Bakes,,cafe,,,,,Calle del Doctor Fleming,56,28036,,,,-3.6875031,40.4631851,-410493,4504362,manolo bakes,635
POINT (-3.688179 40.4634705),De María,,restaurant,,,,,Calle de Félix Boix,5,28036,,,,-3.688179,40.4634705,-410568,4504394,de maría,635
POINT (-3.6877139 40.4635138),Taj Mahal,,restaurant,,,,,Calle del Doctor Fleming,58,28036,,,,-3.6877139,40.4635138,-410516,4504398,taj mahal,635
POINT (-3.6879227 40.4632044),Café de Paris,,restaurant,,,,,Calle de Félix Boix,8,28036,,,french,-3.6879227,40.4632044,-410540,4504364,café de paris,635
POINT (-3.6878327 40.4631343),Charro,clothes,,,,,,Calle de Félix Boix,8,28036,,,,-3.6878327,40.4631343,-410530,4504356,charro,635
POINT (-3.6875235 40.4630278),Taberna Viga-Mar's,,restaurant,,,,,Calle del Doctor Fleming,56,,,,,-3.6875235,40.4630278,-410495,4504344,taberna viga-mar's,635
POINT (-3.6875504 40.4627087),Banco Santander,,bank,,,,,Calle del Doctor Fleming,54,,Banco Santander,,,-3.6875504,40.4627087,-410498,4504309,banco santander,635
POINT (-3.6886583 40.4634968),Banca March,,bank,,,,,Calle de Félix Boix,1,28036,Banca March,,,-3.6886583,40.4634968,-410621,4504396,banca march,635
POINT (-3.6875365 40.462861),Beaucoup!,,restaurant,,,,,Calle del Doctor Fleming,54,28036,,,,-3.6875365,40.462861,-410497,4504326,beaucoup!,635
POINT (-3.6883724 40.4632356),,,restaurant,,,,,Calle de Félix Boix,6,28036,,,,-3.6883724,40.4632356,-410590,4504367,,635
POINT (-3.7000967 40.4145034),Miss Sushi,,restaurant,,,,,Calle del Prado,2,28012,,,japanese,-3.7000967,40.4145034,-411895,4498943,miss sushi,1174
POINT (-3.6550566 40.4540259),,,post_box,,,,,,,,Correos,Correos,,-3.6550566,40.4540259,-406881,4503342,,342
POINT (-3.7140091 40.4273425),,,taxi,,,,,Calle de la Princesa,,,,Ayuntamiento de Madrid,,-3.7140091,40.4273425,-413443,4500372,,1070
POINT (-3.6958625 40.5062226),Carlin,stationery,,,,,,,,,Carlin,,,-3.6958625,40.5062226,-411423,4509153,carlin,91
POINT (-3.6947007 40.5072422),Cocinas y baños Nieva Line,kitchen,,,,,,,,,,,,-3.6947007,40.5072422,-411294,4509266,cocinas y baños nieva line,91
POINT (-3.6951263 40.5061759),Jean Louis David,hairdresser,,,,,,,,,Jean Louis David,,,-3.6951263,40.5061759,-411341,4509148,jean louis david,91
POINT (-3.6945772 40.5071823),Eolande,fabric,,,,,,,,,,,,-3.6945772,40.5071823,-411280,4509260,eolande,91
POINT (-3.6955924 40.5060941),Kids&Us,,language_school,,,,,,,,,,,-3.6955924,40.5060941,-411393,4509138,kids&us,91
POINT (-3.6958048 40.5061973),Mapfre,,,,,insurance,,,,,Mapfre,,,-3.6958048,40.5061973,-411417,4509150,mapfre,91
POINT (-3.6946401 40.5067403),Los Guacamoles,,restaurant,,,,,Calle del Monasterio de Silos,69,,,,mexican,-3.6946401,40.5067403,-411287,4509210,los guacamoles,91
POINT (-3.6946899 40.5066766),Motor Rus Fórmula,car_repair,,,,,,,,,,,,-3.6946899,40.5066766,-411293,4509203,motor rus fórmula,91
POINT (-3.6943555 40.5070824),Zapatería Rin,shoes,,,,,,,,,,,,-3.6943555,40.5070824,-411256,4509248,zapatería rin,91
POINT (-3.6951862 40.5061091),BBVA,,atm,,,,,,,,BBVA,BBVA,,-3.6951862,40.5061091,-411348,4509140,bbva,91
POINT (-3.6959665 40.506272),Santander,,atm,,,,,,,,Banco Santander,Banco Santander,,-3.6959665,40.506272,-411435,4509158,santander,91
POINT (-3.6945743 40.5068221),,,atm,,,,,,,,,Caixabank,,-3.6945743,40.5068221,-411280,4509219,,91
POINT (-3.6638323 40.4374258),,,post_box,,,,,,,,,,,-3.6638323,40.4374258,-407858,4501494,,553
POINT (-3.6846532 40.4301667),Chanel,clothes,,,,,,Calle de José Ortega y Gasset,16,,Chanel,,,-3.6846532,40.4301667,-410176,4500686,chanel,870
POINT (-3.6629027 40.5160406),,,taxi,,,,,Ronda de la Comunicación,,,,Ayuntamiento de Madrid,,-3.6629027,40.5160406,-407754,4510246,,58
POINT (-3.6709809 40.3799132),,,taxi,,,,,Calle de La Mancha,,,,Ayuntamiento de Madrid,,-3.6709809,40.3799132,-408654,4495092,,384
POINT (-3.6633989 40.4384711),,,taxi,,,,,Avenida de Bruselas,,,,Ayuntamiento de Madrid,,-3.6633989,40.4384711,-407810,4501611,,553
POINT (-3.6812837 40.4520475),,,taxi,,,,,Calle Serrano,,,,Ayuntamiento de Madrid,,-3.6812837,40.4520475,-409801,4503122,,608
POINT (-3.6546039 40.4535562),,,taxi,,,,,Calle de Arturo Soria,,,,Ayuntamiento de Madrid,,-3.6546039,40.4535562,-406831,4503290,,342
POINT (-3.6719984 40.4566963),,,taxi,,,,,Calle de Víctor de la Serna,,,,Ayuntamiento de Madrid,,-3.6719984,40.4566963,-408767,4503639,,625
POINT (-3.6953284 40.5055458),,,taxi,,,,,Calle del Monasterio de Silos,,,,Ayuntamiento de Madrid,,-3.6953284,40.5055458,-411364,4509077,,91
POINT (-3.6930945 40.4468122),,,taxi,,,,,Paseo de la Castellana,,,,Ayuntamiento de Madrid,,-3.6930945,40.4468122,-411115,4502539,,676
POINT (-3.6636398 40.5128884),,,taxi,,,,,Ronda de la Comunicación,,,,Ayuntamiento de Madrid,,-3.6636398,40.5128884,-407836,4509895,,58
POINT (-3.7126886 40.4068795),,,taxi,,,,,Ronda de Segovia,,,,Ayuntamiento de Madrid,,-3.7126886,40.4068795,-413296,4498094,,991
POINT (-3.7128359 40.406942),,,taxi,,,,,Ronda de Segovia,,,,Ayuntamiento de Madrid,,-3.7128359,40.406942,-413313,4498101,,991
POINT (-3.753243 40.3623422),,,taxi,,,,,Avenida de la Peseta,,,,Ayuntamiento de Madrid,,-3.753243,40.3623422,-417811,4493136,,379
POINT (-3.6833203 40.4303458),,,taxi,,,,,Calle de José Ortega y Gasset,,,,Ayuntamiento de Madrid,,-3.6833203,40.4303458,-410027,4500706,,870
POINT (-3.7218879 40.4064322),,,taxi,,,,,Paseo de la Virgen del Puerto,,,,Ayuntamiento de Madrid,,-3.7218879,40.4064322,-414321,4498044,,445
POINT (-3.6636073 40.4298646),City Bell,,restaurant,,,,,,,28028,,,,-3.6636073,40.4298646,-407833,4500653,city bell,857
POINT (-3.6673038 40.4290267),Ibercaja,,bank,,,,,,,,Ibercaja,,,-3.6673038,40.4290267,-408244,4500559,ibercaja,857
POINT (-3.6670101 40.4287512),LBS,furniture,,,,,,,,,,,,-3.6670101,40.4287512,-408212,4500529,lbs,857
POINT (-3.6666438 40.4293075),Sidivani,furniture,,,,,,,,,,,,-3.6666438,40.4293075,-408171,4500591,sidivani,857
POINT (-3.666466 40.4290191),Alcampo,supermarket,,,,,,Calle de Alcalá,170,28028,Alcampo,,,-3.666466,40.4290191,-408151,4500558,alcampo,857
POINT (-3.6661498 40.4291753),Hugo,hairdresser,,,,,,,,,,,,-3.6661498,40.4291753,-408116,4500576,hugo,857
POINT (-3.6661284 40.4295615),Più Bella,,restaurant,,,,,,,,,,italian,-3.6661284,40.4295615,-408113,4500619,più bella,857
POINT (-3.664262 40.4300714),Padian,clothes,,,,,,,,,,,,-3.664262,40.4300714,-407906,4500676,padian,857
POINT (-3.6655597 40.4294522),Sienna,,cafe,,,,,Calle de Alcalá,182,28028,,,,-3.6655597,40.4294522,-408050,4500607,sienna,857
POINT (-3.6633358 40.430534),César,,bar,,,,,,,,,,,-3.6633358,40.430534,-407803,4500727,césar,857
POINT (-3.6663814 40.4294281),elmenut.com,furniture,,,,,,,,,,,,-3.6663814,40.4294281,-408142,4500604,elmenut.com,857
POINT (-3.6662323 40.4295113),,vacant,,,,,,,,,,,,-3.6662323,40.4295113,-408125,4500613,,857
POINT (-3.6652466 40.4299654),B The Travel Brand,travel_agency,,,,,,,,,,,,-3.6652466,40.4299654,-408015,4500664,b the travel brand,857
POINT (-3.6652949 40.4299481),El Nuevo Rincón de Jaén,,bar,,,,,,,,,,,-3.6652949,40.4299481,-408021,4500662,el nuevo rincón de jaén,857
POINT (-3.6646808 40.4298972),M Ángeles García,clothes,,,,,,,,,,,,-3.6646808,40.4298972,-407952,4500656,m ángeles garcía,857
POINT (-3.6644979 40.4299628),Show Sushi,,bar,,,,,,,,,,,-3.6644979,40.4299628,-407932,4500663,show sushi,857
POINT (-3.6667085 40.4292865),Easy Cut,hairdresser,,,,,,,,,,,,-3.6667085,40.4292865,-408178,4500588,easy cut,857
POINT (-3.666201 40.4291517),La Parisiena,,bar,,,,,,,,,,,-3.666201,40.4291517,-408121,4500573,la parisiena,857
POINT (-3.6661186 40.4291937),Karpe,,bar,,,,,,,,,,,-3.6661186,40.4291937,-408112,4500578,karpe,857
POINT (-3.6645645 40.4299349),Lozano,optician,,,,,,,,,,,,-3.6645645,40.4299349,-407939,4500660,lozano,857
POINT (-3.7064988 40.410101),Granel Madrid,food,,,,,,Calle de Embajadores,12,28012,,,,-3.7064988,40.410101,-412607,4498452,granel madrid,1167
